fragment.ID.full,individual.ID,temp.Cat,treatment,Temp.C,umol.cm2.hr,rate.type,light_dark,fragment.ID,genotype
M602a_2803,M602a,28,T2,27.07756725,0.524480107,NP,light,M602a,M6
M602a_2904,M602a,29,T2,28.68143306,0.531648215,NP,light,M602a,M6
M602a_3006,M602a,30,T2,29.57192266,0.043718913,NP,light,M602a,M6
M602a_3102,M602a,31,T2,30.24488705,0.661247815,NP,light,M602a,M6
M602a_3203,M602a,32,T2,31.30394894,0.550126205,NP,light,M602a,M6
M602a_3305,M602a,33,T2,32.2924029,0.21940574,NP,light,M602a,M6
M602a_3406,M602a,34,T2,33.19552568,-0.111797858,NP,light,M602a,M6
M602b_2706,M602b,27,T2,26.37300328,0.320793372,NP,light,M602b,M6
M602b_2802,M602b,28,T2,27.16379897,0.444140244,NP,light,M602b,M6
M602b_2903,M602b,29,T2,28.40655733,0.569412779,NP,light,M602b,M6
M602b_3005,M602b,30,T2,29.19965464,0.15570674,NP,light,M602b,M6
M602b_3101,M602b,31,T2,30.42266533,0.698312837,NP,light,M602b,M6
M602b_3202,M602b,32,T2,31.30294727,0.60844622,NP,light,M602b,M6
M602b_3304,M602b,33,T2,32.34450075,0.268622065,NP,light,M602b,M6
M602b_3405,M602b,34,T2,33.05790688,-0.072364035,NP,light,M602b,M6
M602c_2705,M602c,27,T2,26.37971919,0.524468917,NP,light,M602c,M6
M602c_2801,M602c,28,T2,27.2263183,0.527592025,NP,light,M602c,M6
M602c_2902,M602c,29,T2,28.49684891,0.567319751,NP,light,M602c,M6
M602c_3004,M602c,30,T2,29.3376388,0.158441065,NP,light,M602c,M6
M602c_3106,M602c,31,T2,30.07178241,0.259948792,NP,light,M602c,M6
M602c_3201,M602c,32,T2,31.17822921,0.669730716,NP,light,M602c,M6
M602c_3303,M602c,33,T2,32.32113075,0.225675095,NP,light,M602c,M6
M602c_3404,M602c,34,T2,33.07969292,-0.207233688,NP,light,M602c,M6
M602d_2703,M602d,27,T2,26.43874085,0.468997047,NP,light,M602d,M6
M602d_2805,M602d,28,T2,27.35874233,0.45039183,NP,light,M602d,M6
M602d_2906,M602d,29,T2,28.20061084,0.342280445,NP,light,M602d,M6
M602d_3002,M602d,30,T2,29.38550441,0.575597198,NP,light,M602d,M6
M602d_3104,M602d,31,T2,29.9710565,0.681706234,NP,light,M602d,M6
M602d_3205,M602d,32,T2,31.39725609,0.396382874,NP,light,M602d,M6
M602d_3301,M602d,33,T2,32.35668305,0.362019086,NP,light,M602d,M6
M602d_3402,M602d,34,T2,33.0867253,-0.13749772,NP,light,M602d,M6
M603a_2704,M603a,27,T3,26.50516698,0.529891265,NP,light,M603a,M6
M603a_2806,M603a,28,T3,27.21121343,0.421861051,NP,light,M603a,M6
M603a_2901,M603a,29,T3,28.32433384,0.732565871,NP,light,M603a,M6
M603a_3003,M603a,30,T3,29.2507284,0.495055932,NP,light,M603a,M6
M603a_3105,M603a,31,T3,30.06730616,0.580049599,NP,light,M603a,M6
M603a_3206,M603a,32,T3,31.28828068,0.183834891,NP,light,M603a,M6
M603a_3302,M603a,33,T3,32.52109016,0.391157229,NP,light,M603a,M6
M603a_3403,M603a,34,T3,33.21544359,-0.013687418,NP,light,M603a,M6
M603b_2706,M603b,27,T3,26.37612772,0.346260188,NP,light,M603b,M6
M603b_2801,M603b,28,T3,27.06528221,0.399228655,NP,light,M603b,M6
M603b_2903,M603b,29,T3,28.45515226,0.525040005,NP,light,M603b,M6
M603b_3004,M603b,30,T3,29.28526478,0.134739179,NP,light,M603b,M6
M603b_3106,M603b,31,T3,29.94601464,0.269718375,NP,light,M603b,M6
M603b_3202,M603b,32,T3,31.32580887,0.68298272,NP,light,M603b,M6
M603b_3303,M603b,33,T3,32.51138627,0.39838894,NP,light,M603b,M6
M603b_3405,M603b,34,T3,33.07398551,-0.023920108,NP,light,M603b,M6
M603c_2706,M603c,27,T3,26.30522994,0.355377965,NP,light,M603c,M6
M603c_2802,M603c,28,T3,27.13817963,0.47875776,NP,light,M603c,M6
M603c_2903,M603c,29,T3,28.41650127,0.574902865,NP,light,M603c,M6
M603c_3005,M603c,30,T3,29.15952226,0.09999568,NP,light,M603c,M6
M603c_3101,M603c,31,T3,30.39490647,0.628152204,NP,light,M603c,M6
M603c_3202,M603c,32,T3,31.37259641,0.672236238,NP,light,M603c,M6
M603c_3304,M603c,33,T3,32.4310354,0.339829025,NP,light,M603c,M6
M603c_3405,M603c,34,T3,33.12131622,-0.119678574,NP,light,M603c,M6
M603d_2702,M603d,27,T3,26.24405966,0.509121838,NP,light,M603d,M6
M603d_2804,M603d,28,T3,27.18215571,0.584014477,NP,light,M603d,M6
M603d_2905,M603d,29,T3,28.26763611,0.609857928,NP,light,M603d,M6
M603d_3001,M603d,30,T3,28.86613166,0.732579815,NP,light,M603d,M6
M603d_3103,M603d,31,T3,30.49427192,0.802720684,NP,light,M603d,M6
M603d_3204,M603d,32,T3,31.21435903,0.684860872,NP,light,M603d,M6
M603d_3306,M603d,33,T3,32.52846709,0.186939306,NP,light,M603d,M6
M603d_3401,M603d,34,T3,32.95190283,-0.043242649,NP,light,M603d,M6
M60Ca_2706,M60Ca,27,C,26.29118037,0.352355268,NP,light,M60Ca,M6
M60Ca_2802,M60Ca,28,C,27.13421339,0.53350169,NP,light,M60Ca,M6
M60Ca_2903,M60Ca,29,C,28.44959961,0.601766607,NP,light,M60Ca,M6
M60Ca_3005,M60Ca,30,C,29.18514998,0.122368107,NP,light,M60Ca,M6
M60Ca_3101,M60Ca,31,C,30.3514694,0.759320086,NP,light,M60Ca,M6
M60Ca_3202,M60Ca,32,C,31.38580314,0.684099618,NP,light,M60Ca,M6
M60Ca_3304,M60Ca,33,C,32.42748933,0.220361593,NP,light,M60Ca,M6
M60Ca_3405,M60Ca,34,C,33.10696028,-0.121755419,NP,light,M60Ca,M6
M60Cb_2704,M60Cb,27,C,26.28498025,0.494462715,NP,light,M60Cb,M6
M60Cb_2805,M60Cb,28,C,27.37145484,0.433817137,NP,light,M60Cb,M6
M60Cb_2901,M60Cb,29,C,28.30766567,0.629119788,NP,light,M60Cb,M6
M60Cb_3002,M60Cb,30,C,29.40099195,0.528071937,NP,light,M60Cb,M6
M60Cb_3104,M60Cb,31,C,30.02411286,0.613756496,NP,light,M60Cb,M6
M60Cb_3206,M60Cb,32,C,31.35804599,0.130665913,NP,light,M60Cb,M6
M60Cb_3301,M60Cb,33,C,32.35930273,0.327425606,NP,light,M60Cb,M6
M60Cb_3403,M60Cb,34,C,33.17980026,0.01870648,NP,light,M60Cb,M6
M60Cc_2706,M60Cc,27,C,26.39596864,0.379942137,NP,light,M60Cc,M6
M60Cc_2801,M60Cc,28,C,27.16112401,0.457770061,NP,light,M60Cc,M6
M60Cc_2903,M60Cc,29,C,28.80629054,0.640090495,NP,light,M60Cc,M6
M60Cc_3004,M60Cc,30,C,29.33993631,0.189320791,NP,light,M60Cc,M6
M60Cc_3106,M60Cc,31,C,29.88401847,0.271801105,NP,light,M60Cc,M6
M60Cc_3202,M60Cc,32,C,31.47486591,0.669022717,NP,light,M60Cc,M6
M60Cc_3303,M60Cc,33,C,32.50392171,0.337348472,NP,light,M60Cc,M6
M60Cc_3405,M60Cc,34,C,32.98505792,-0.203860065,NP,light,M60Cc,M6
M60Cd_2705,M60Cd,27,C,26.46612711,0.456488981,NP,light,M60Cd,M6
M60Cd_2801,M60Cd,28,C,27.2167535,0.50509605,NP,light,M60Cd,M6
M60Cd_2902,M60Cd,29,C,28.47398725,0.669910583,NP,light,M60Cd,M6
M60Cd_3004,M60Cd,30,C,29.27917435,0.218887923,NP,light,M60Cd,M6
M60Cd_3106,M60Cd,31,C,30.01212774,0.303254051,NP,light,M60Cd,M6
M60Cd_3201,M60Cd,32,C,31.20467013,0.718655063,NP,light,M60Cd,M6
M60Cd_3303,M60Cd,33,C,32.44314712,0.382716151,NP,light,M60Cd,M6
M60Cd_3404,M60Cd,34,C,33.26522731,-0.088667748,NP,light,M60Cd,M6
K201a_2706D,K201a,27,T1,26.38771693,-0.424067001,R,dark,K201a_D,K2
K201a_2801D,K201a,28,T1,27.06329229,-0.473975972,R,dark,K201a_D,K2
K201a_2903D,K201a,29,T1,28.33144658,-0.450002316,R,dark,K201a_D,K2
K201a_3004D,K201a,30,T1,29.22072524,-0.523097009,R,dark,K201a_D,K2
K201a_3106D,K201a,31,T1,30.07509068,-0.476526511,R,dark,K201a_D,K2
K201a_3202D,K201a,32,T1,31.43631617,-0.575194017,R,dark,K201a_D,K2
K201a_3303D,K201a,33,T1,32.50011354,-0.547466828,R,dark,K201a_D,K2
K201a_3405D,K201a,34,T1,33.02253422,-0.487635384,R,dark,K201a_D,K2
K201b_2703D,K201b,27,T1,26.37521728,-0.440743931,R,dark,K201b_D,K2
K201b_2805D,K201b,28,T1,27.30349065,-0.443637932,R,dark,K201b_D,K2
K201b_2906D,K201b,29,T1,28.19808372,-0.394691561,R,dark,K201b_D,K2
K201b_3002D,K201b,30,T1,29.3666864,-0.505252,R,dark,K201b_D,K2
K201b_3104D,K201b,31,T1,30.16648293,-0.530401043,R,dark,K201b_D,K2
K201b_3205D,K201b,32,T1,31.27326885,-0.461092488,R,dark,K201b_D,K2
K201b_3301D,K201b,33,T1,32.60504376,-0.510523342,R,dark,K201b_D,K2
K201b_3402D,K201b,34,T1,33.24729097,-0.474471053,R,dark,K201b_D,K2
K201c_2701D,K201c,27,T1,26.38673574,-0.406892379,R,dark,K201c_D,K2
K201c_2803D,K201c,28,T1,27.29116523,-0.413620773,R,dark,K201c_D,K2
K201c_2904D,K201c,29,T1,28.41092264,-0.463098913,R,dark,K201c_D,K2
K201c_3006D,K201c,30,T1,29.40703097,-0.462109893,R,dark,K201c_D,K2
K201c_3102D,K201c,31,T1,30.57396066,-0.561775774,R,dark,K201c_D,K2
K201c_3203D,K201c,32,T1,31.43469021,-0.534684648,R,dark,K201c_D,K2
K201c_3305D,K201c,33,T1,32.39481462,-0.478444158,R,dark,K201c_D,K2
K201c_3406D,K201c,34,T1,33.19942911,-0.410245911,R,dark,K201c_D,K2
K201d_2704D,K201d,27,T1,26.39312439,-0.394142849,R,dark,K201d_D,K2
K201d_2805D,K201d,28,T1,27.23136704,-0.482680592,R,dark,K201d_D,K2
K201d_2901D,K201d,29,T1,28.24751748,-0.508805347,R,dark,K201d_D,K2
K201d_3002D,K201d,30,T1,29.51082922,-0.34841087,R,dark,K201d_D,K2
K201d_3104D,K201d,31,T1,30.00166576,-0.566082748,R,dark,K201d_D,K2
K201d_3206D,K201d,32,T1,31.35663829,-0.498594861,R,dark,K201d_D,K2
K201d_3301D,K201d,33,T1,32.5793994,-0.559392766,R,dark,K201d_D,K2
K201d_3403D,K201d,34,T1,33.27883445,-0.405800471,R,dark,K201d_D,K2
K202a_2706D,K202a,27,T2,26.40927103,-0.443181796,R,dark,K202a_D,K2
K202a_2801D,K202a,28,T2,27.10283506,-0.503080576,R,dark,K202a_D,K2
K202a_2903D,K202a,29,T2,28.26212373,-0.472985481,R,dark,K202a_D,K2
K202a_3004D,K202a,30,T2,29.33921897,-0.494450185,R,dark,K202a_D,K2
K202a_3106D,K202a,31,T2,30.05710234,-0.598064601,R,dark,K202a_D,K2
K202a_3202D,K202a,32,T2,31.44218875,-0.548938119,R,dark,K202a_D,K2
K202a_3303D,K202a,33,T2,32.33332576,-0.610175146,R,dark,K202a_D,K2
K202a_3405D,K202a,34,T2,33.05184042,-0.433758283,R,dark,K202a_D,K2
K202b_2704D,K202b,27,T2,26.39424118,-0.364047422,R,dark,K202b_D,K2
K202b_2806D,K202b,28,T2,27.19345356,-0.384398009,R,dark,K202b_D,K2
K202b_2901D,K202b,29,T2,28.27346534,-0.40509443,R,dark,K202b_D,K2
K202b_3003D,K202b,30,T2,29.33941171,-0.469395814,R,dark,K202b_D,K2
K202b_3105D,K202b,31,T2,30.10870503,-0.403624115,R,dark,K202b_D,K2
K202b_3206D,K202b,32,T2,31.31001678,-0.435413866,R,dark,K202b_D,K2
K202b_3302D,K202b,33,T2,32.48319025,-0.467941947,R,dark,K202b_D,K2
K202b_3403D,K202b,34,T2,33.17517524,-0.300086504,R,dark,K202b_D,K2
K202c_2703D,K202c,27,T2,26.38669034,-0.423085583,R,dark,K202c_D,K2
K202c_2804D,K202c,28,T2,27.07817848,-0.403493512,R,dark,K202c_D,K2
K202c_2906D,K202c,29,T2,28.23231821,-0.435619121,R,dark,K202c_D,K2
K202c_3001D,K202c,30,T2,29.08701542,-0.440319824,R,dark,K202c_D,K2
K202c_3103D,K202c,31,T2,30.4221792,-0.588932169,R,dark,K202c_D,K2
K202c_3205D,K202c,32,T2,31.35065933,-0.378270484,R,dark,K202c_D,K2
K202c_3306D,K202c,33,T2,32.49753567,-0.441669152,R,dark,K202c_D,K2
K202c_3402D,K202c,34,T2,33.20950806,-0.390334727,R,dark,K202c_D,K2
K202d_2705D,K202d,27,T2,26.29623047,-0.405260448,R,dark,K202d_D,K2
K202d_2806D,K202d,28,T2,27.30777521,-0.439298707,R,dark,K202d_D,K2
K202d_2902D,K202d,29,T2,28.55013967,-0.469484299,R,dark,K202d_D,K2
K202d_3003D,K202d,30,T2,29.29940028,-0.551484029,R,dark,K202d_D,K2
K202d_3105D,K202d,31,T2,30.00753486,-0.544795129,R,dark,K202d_D,K2
K202d_3201D,K202d,32,T2,31.45008096,-0.585281652,R,dark,K202d_D,K2
K202d_3302D,K202d,33,T2,32.43536845,-0.529720277,R,dark,K202d_D,K2
K202d_3404D,K202d,34,T2,33.12496753,-0.474521486,R,dark,K202d_D,K2
K203a_2702D,K203a,27,T3,26.40073869,-0.387159168,R,dark,K203a_D,K2
K203a_2803D,K203a,28,T3,27.17851091,-0.415694306,R,dark,K203a_D,K2
K203a_2905D,K203a,29,T3,28.29820022,-0.448665963,R,dark,K203a_D,K2
K203a_3006D,K203a,30,T3,29.30212568,-0.531159514,R,dark,K203a_D,K2
K203a_3102D,K203a,31,T3,30.51743025,-0.596923415,R,dark,K203a_D,K2
K203a_3204D,K203a,32,T3,31.44249369,-0.551773739,R,dark,K203a_D,K2
K203a_3305D,K203a,33,T3,32.46210312,-0.45462427,R,dark,K203a_D,K2
K203a_3401D,K203a,34,T3,33.13384106,-0.454638324,R,dark,K203a_D,K2
K203b_2701D,K203b,27,T3,26.30138098,-0.451576326,R,dark,K203b_D,K2
K203b_2802D,K203b,28,T3,27.02715111,-0.53463555,R,dark,K203b_D,K2
K203b_2904D,K203b,29,T3,28.42529059,-0.496755169,R,dark,K203b_D,K2
K203b_3005D,K203b,30,T3,29.27751589,-0.485659378,R,dark,K203b_D,K2
K203b_3101D,K203b,31,T3,30.49076319,-0.617722653,R,dark,K203b_D,K2
K203b_3203D,K203b,32,T3,31.32148815,-0.628694881,R,dark,K203b_D,K2
K203b_3304D,K203b,33,T3,32.40673591,-0.516299099,R,dark,K203b_D,K2
K203b_3406D,K203b,34,T3,33.08540133,-0.416698997,R,dark,K203b_D,K2
K203c_2703D,K203c,27,T3,26.29913018,-0.367369444,R,dark,K203c_D,K2
K203c_2805D,K203c,28,T3,27.23155203,-0.404040165,R,dark,K203c_D,K2
K203c_2906D,K203c,29,T3,28.27242127,-0.383485555,R,dark,K203c_D,K2
K203c_3002D,K203c,30,T3,29.43878371,-0.443127223,R,dark,K203c_D,K2
K203c_3104D,K203c,31,T3,30.08389357,-0.512757403,R,dark,K203c_D,K2
K203c_3205D,K203c,32,T3,31.2909715,-0.462723107,R,dark,K203c_D,K2
K203c_3301D,K203c,33,T3,32.54648607,-0.436319711,R,dark,K203c_D,K2
K203c_3402D,K203c,34,T3,33.20108907,-0.354136983,R,dark,K203c_D,K2
K203d_2704D,K203d,27,T3,26.43550211,-0.325051074,R,dark,K203d_D,K2
K203d_2805D,K203d,28,T3,27.26851339,-0.400487029,R,dark,K203d_D,K2
K203d_2901D,K203d,29,T3,28.23725015,-0.410143056,R,dark,K203d_D,K2
K203d_3002D,K203d,30,T3,29.39019092,-0.445452109,R,dark,K203d_D,K2
K203d_3104D,K203d,31,T3,30.15722801,-0.501905922,R,dark,K203d_D,K2
K203d_3206D,K203d,32,T3,31.37224218,-0.42276882,R,dark,K203d_D,K2
K203d_3301D,K203d,33,T3,32.4851981,-0.510342596,R,dark,K203d_D,K2
K203d_3403D,K203d,34,T3,33.12367408,-0.342811607,R,dark,K203d_D,K2
K20Ca_2704D,K20Ca,27,C,26.32516125,-0.461620614,R,dark,K20Ca_D,K2
K20Ca_2806D,K20Ca,28,C,27.21054076,-0.409534086,R,dark,K20Ca_D,K2
K20Ca_2901D,K20Ca,29,C,28.28416032,-0.560205271,R,dark,K20Ca_D,K2
K20Ca_3003D,K20Ca,30,C,29.2682474,-0.543081201,R,dark,K20Ca_D,K2
K20Ca_3105D,K20Ca,31,C,30.08649883,-0.613893551,R,dark,K20Ca_D,K2
K20Ca_3206D,K20Ca,32,C,31.31544283,-0.525578608,R,dark,K20Ca_D,K2
K20Ca_3302D,K20Ca,33,C,32.50456209,-0.543998097,R,dark,K20Ca_D,K2
K20Ca_3403D,K20Ca,34,C,33.13716372,-0.437295512,R,dark,K20Ca_D,K2
K20Cb_2703D,K20Cb,27,C,26.23138228,-0.37723661,R,dark,K20Cb_D,K2
K20Cb_2804D,K20Cb,28,C,27.10128837,-0.338682718,R,dark,K20Cb_D,K2
K20Cb_2906D,K20Cb,29,C,28.30416004,-0.3597349,R,dark,K20Cb_D,K2
K20Cb_3001D,K20Cb,30,C,29.14597532,-0.281619789,R,dark,K20Cb_D,K2
K20Cb_3103D,K20Cb,31,C,30.16290048,-0.397465612,R,dark,K20Cb_D,K2
K20Cb_3205D,K20Cb,32,C,31.35298765,-0.392030535,R,dark,K20Cb_D,K2
K20Cb_3306D,K20Cb,33,C,32.46024263,-0.346683799,R,dark,K20Cb_D,K2
K20Cb_3402D,K20Cb,34,C,33.07734669,-0.372996834,R,dark,K20Cb_D,K2
K20Cc_2702D,K20Cc,27,C,26.42727778,-0.451064475,R,dark,K20Cc_D,K2
K20Cc_2803D,K20Cc,28,C,27.17358175,-0.486902896,R,dark,K20Cc_D,K2
K20Cc_2905D,K20Cc,29,C,28.30398857,-0.47833235,R,dark,K20Cc_D,K2
K20Cc_3006D,K20Cc,30,C,29.38803411,-0.495637947,R,dark,K20Cc_D,K2
K20Cc_3102D,K20Cc,31,C,30.54864254,-0.571805985,R,dark,K20Cc_D,K2
K20Cc_3205D,K20Cc,32,C,31.34375704,-0.496683465,R,dark,K20Cc_D,K2
K20Cc_3305D,K20Cc,33,C,32.46014842,-0.449205613,R,dark,K20Cc_D,K2
K20Cc_3401D,K20Cc,34,C,33.08622958,-0.494848359,R,dark,K20Cc_D,K2
K20Cd_2703D,K20Cd,27,C,26.30662653,-0.410567711,R,dark,K20Cd_D,K2
K20Cd_2805D,K20Cd,28,C,27.25261761,-0.461629496,R,dark,K20Cd_D,K2
K20Cd_2906D,K20Cd,29,C,28.15985687,-0.467711726,R,dark,K20Cd_D,K2
K20Cd_3002D,K20Cd,30,C,29.34252992,-0.444612632,R,dark,K20Cd_D,K2
K20Cd_3104D,K20Cd,31,C,30.10037359,-0.548492235,R,dark,K20Cd_D,K2
K20Cd_3205D,K20Cd,32,C,31.40012217,-0.47327414,R,dark,K20Cd_D,K2
K20Cd_3301D,K20Cd,33,C,32.58161048,-0.569174158,R,dark,K20Cd_D,K2
K20Cd_3402D,K20Cd,34,C,33.14042871,-0.392268138,R,dark,K20Cd_D,K2
M501a_2706D,M501a,27,T1,26.31898404,-0.416538372,R,dark,M501a_D,M5
M501a_2802D,M501a,28,T1,27.1839286,-0.49185167,R,dark,M501a_D,M5
M501a_2903D,M501a,29,T1,28.26947998,-0.432612298,R,dark,M501a_D,M5
M501a_3005D,M501a,30,T1,29.27965102,-0.480770888,R,dark,M501a_D,M5
M501a_3101D,M501a,31,T1,30.48150924,-0.541499725,R,dark,M501a_D,M5
M501a_3202D,M501a,32,T1,31.35959082,-0.551774142,R,dark,M501a_D,M5
M501a_3304D,M501a,33,T1,32.37740377,-0.494924439,R,dark,M501a_D,M5
M501a_3405D,M501a,34,T1,33.21076298,-0.373920585,R,dark,M501a_D,M5
M501b_2702D,M501b,27,T1,26.31778824,-0.406249631,R,dark,M501b_D,M5
M501b_2803D,M501b,28,T1,27.16502415,-0.427141075,R,dark,M501b_D,M5
M501b_2905D,M501b,29,T1,28.34677014,-0.42043036,R,dark,M501b_D,M5
M501b_3006D,M501b,30,T1,29.34234713,-0.517355886,R,dark,M501b_D,M5
M501b_3102D,M501b,31,T1,30.50201414,-0.583547345,R,dark,M501b_D,M5
M501b_3204D,M501b,32,T1,31.31607621,-0.619248014,R,dark,M501b_D,M5
M501b_3305D,M501b,33,T1,32.4841966,-0.445387491,R,dark,M501b_D,M5
M501b_3401D,M501b,34,T1,33.02979376,-0.44493395,R,dark,M501b_D,M5
M501c_2702D,M501c,27,T1,26.45966203,-0.439064993,R,dark,M501c_D,M5
M501c_2804D,M501c,28,T1,27.111971,-0.537745101,R,dark,M501c_D,M5
M501c_2905D,M501c,29,T1,28.26673678,-0.55567181,R,dark,M501c_D,M5
M501c_3001D,M501c,30,T1,29.1444896,-0.530463696,R,dark,M501c_D,M5
M501c_3103D,M501c,31,T1,30.36062316,-0.510553041,R,dark,M501c_D,M5
M501c_3204D,M501c,32,T1,31.34382791,-0.509454073,R,dark,M501c_D,M5
M501c_3306D,M501c,33,T1,32.34473825,-0.45737538,R,dark,M501c_D,M5
M501c_3401D,M501c,34,T1,33.04850263,-0.458826007,R,dark,M501c_D,M5
M501d_2703D,M501d,27,T1,26.42560025,-0.396312345,R,dark,M501d_D,M5
M501d_2804D,M501d,28,T1,27.05237992,-0.494497039,R,dark,M501d_D,M5
M501d_2906D,M501d,29,T1,28.13422663,-0.471799198,R,dark,M501d_D,M5
M501d_3001D,M501d,30,T1,29.15572879,-0.583693234,R,dark,M501d_D,M5
M501d_3103D,M501d,31,T1,30.40196802,-0.617909382,R,dark,M501d_D,M5
M501d_3205D,M501d,32,T1,31.26193238,-0.565269361,R,dark,M501d_D,M5
M501d_3306D,M501d,33,T1,32.51600332,-0.426394665,R,dark,M501d_D,M5
M501d_3402D,M501d,34,T1,33.07224328,-0.495988178,R,dark,M501d_D,M5
M502a_2704D,M502a,27,T2,26.32143638,-0.445027074,R,dark,M502a_D,M5
M502a_2805D,M502a,28,T2,27.31203488,-0.488282444,R,dark,M502a_D,M5
M502a_2901D,M502a,29,T2,28.17784852,-0.574959468,R,dark,M502a_D,M5
M502a_3002D,M502a,30,T2,29.35225502,-0.583631468,R,dark,M502a_D,M5
M502a_3104D,M502a,31,T2,29.96825782,-0.687781548,R,dark,M502a_D,M5
M502a_3206D,M502a,32,T2,31.40948206,-0.480554639,R,dark,M502a_D,M5
M502a_3301D,M502a,33,T2,32.48615346,-0.46438861,R,dark,M502a_D,M5
M502a_3403D,M502a,34,T2,33.22630355,-0.348019265,R,dark,M502a_D,M5
M502b_2702D,M502b,27,T2,26.34602912,-0.395027087,R,dark,M502b_D,M5
M502b_2803D,M502b,28,T2,27.10626177,-0.460522907,R,dark,M502b_D,M5
M502b_2905D,M502b,29,T2,28.25021428,-0.441864117,R,dark,M502b_D,M5
M502b_3006D,M502b,30,T2,29.42538616,-0.47430636,R,dark,M502b_D,M5
M502b_3102D,M502b,31,T2,30.36194401,-0.620016021,R,dark,M502b_D,M5
M502b_3204D,M502b,32,T2,31.33796275,-0.481327061,R,dark,M502b_D,M5
M502b_3305D,M502b,33,T2,32.38971474,-0.43105117,R,dark,M502b_D,M5
M502b_3401D,M502b,34,T2,33.07560198,-0.375091665,R,dark,M502b_D,M5
M502c_2701D,M502c,27,T2,26.43019417,-0.388305188,R,dark,M502c_D,M5
M502c_2802D,M502c,28,T2,27.05856742,-0.387825103,R,dark,M502c_D,M5
M502c_2904D,M502c,29,T2,28.41757498,-0.396509161,R,dark,M502c_D,M5
M502c_3005D,M502c,30,T2,29.24082007,-0.454894449,R,dark,M502c_D,M5
M502c_3101D,M502c,31,T2,30.38725367,-0.463363363,R,dark,M502c_D,M5
M502c_3203D,M502c,32,T2,31.29787273,-0.481631838,R,dark,M502c_D,M5
M502c_3304D,M502c,33,T2,32.39493584,-0.343805965,R,dark,M502c_D,M5
M502c_3406D,M502c,34,T2,33.21183508,-0.292674382,R,dark,M502c_D,M5
M502d_2702D,M502d,27,T2,26.25258582,-0.420209363,R,dark,M502d_D,M5
M502d_2804D,M502d,28,T2,27.12646585,-0.430202712,R,dark,M502d_D,M5
M502d_2905D,M502d,29,T2,28.31752618,-0.386486384,R,dark,M502d_D,M5
M502d_3001D,M502d,30,T2,29.0680301,-0.550642728,R,dark,M502d_D,M5
M502d_3103D,M502d,31,T2,30.21032559,-0.589940238,R,dark,M502d_D,M5
M502d_3204D,M502d,32,T2,31.2779381,-0.50397836,R,dark,M502d_D,M5
