fragment.ID.full,individual.ID,temp.Cat,treatment,Temp.C,umol.cm2.hr,rate.type,light_dark,fragment.ID,genotype
K203d_3002,K203d,30,T3,29.41619267,0.952941841,GP,light,K203d,K2
K203d_3104,K203d,31,T3,30.18822623,1.115218271,GP,light,K203d,K2
K203d_3206,K203d,32,T3,31.29577238,0.563398755,GP,light,K203d,K2
K203d_3301,K203d,33,T3,32.37924261,1.019626605,GP,light,K203d,K2
K203d_3403,K203d,34,T3,33.1130971,0.332547749,GP,light,K203d,K2
K20Ca_2704,K20Ca,27,C,26.36481988,0.988428379,GP,light,K20Ca,K2
K20Ca_2806,K20Ca,28,C,27.30945628,0.881666215,GP,light,K20Ca,K2
K20Ca_2901,K20Ca,29,C,28.40125521,1.348840867,GP,light,K20Ca,K2
K20Ca_3003,K20Ca,30,C,29.24296276,1.099078567,GP,light,K20Ca,K2
K20Ca_3105,K20Ca,31,C,30.00014011,1.360162904,GP,light,K20Ca,K2
K20Ca_3206,K20Ca,32,C,31.27275612,0.842676413,GP,light,K20Ca,K2
K20Ca_3302,K20Ca,33,C,32.58491569,1.090149341,GP,light,K20Ca,K2
K20Ca_3403,K20Ca,34,C,33.14568157,0.497491316,GP,light,K20Ca,K2
K20Cb_2703,K20Cb,27,C,26.21174644,0.856144718,GP,light,K20Cb,K2
K20Cb_2804,K20Cb,28,C,27.13471087,0.766966407,GP,light,K20Cb,K2
K20Cb_2906,K20Cb,29,C,28.27598873,0.681236128,GP,light,K20Cb,K2
K20Cb_3001,K20Cb,30,C,29.17342892,0.863843654,GP,light,K20Cb,K2
K20Cb_3103,K20Cb,31,C,30.17381116,0.954013171,GP,light,K20Cb,K2
K20Cb_3205,K20Cb,32,C,31.28072116,0.691712314,GP,light,K20Cb,K2
K20Cb_3306,K20Cb,33,C,32.5322023,0.362468633,GP,light,K20Cb,K2
K20Cb_3402,K20Cb,34,C,32.95014258,0.2456555,GP,light,K20Cb,K2
K20Cc_2702,K20Cc,27,C,26.48239245,0.992488151,GP,light,K20Cc,K2
K20Cc_2803,K20Cc,28,C,27.18490347,1.065900194,GP,light,K20Cc,K2
K20Cc_2905,K20Cc,29,C,28.40299263,1.159659917,GP,light,K20Cc,K2
K20Cc_3006,K20Cc,30,C,29.49292508,0.640704055,GP,light,K20Cc,K2
K20Cc_3102,K20Cc,31,C,30.458859,1.394996936,GP,light,K20Cc,K2
K20Cc_3205,K20Cc,32,C,31.30785126,1.194097863,GP,light,K20Cc,K2
K20Cc_3305,K20Cc,33,C,32.46430401,0.874587845,GP,light,K20Cc,K2
K20Cc_3401,K20Cc,34,C,33.07677828,0.580499876,GP,light,K20Cc,K2
K20Cd_2703,K20Cd,27,C,26.33540661,0.905391415,GP,light,K20Cd,K2
K20Cd_2805,K20Cd,28,C,27.29533164,0.973705488,GP,light,K20Cd,K2
K20Cd_2906,K20Cd,29,C,28.15526867,0.876332163,GP,light,K20Cd,K2
K20Cd_3002,K20Cd,30,C,29.36772391,1.15311471,GP,light,K20Cd,K2
K20Cd_3104,K20Cd,31,C,30.12240875,1.231183029,GP,light,K20Cd,K2
K20Cd_3205,K20Cd,32,C,31.32679298,0.893882453,GP,light,K20Cd,K2
K20Cd_3301,K20Cd,33,C,32.49211228,0.999297455,GP,light,K20Cd,K2
K20Cd_3402,K20Cd,34,C,33.09428512,0.382144976,GP,light,K20Cd,K2
M501a_2706,M501a,27,T1,26.3420711,0.728163435,GP,light,M501a,M5
M501a_2802,M501a,28,T1,27.14612023,0.944826161,GP,light,M501a,M5
M501a_2903,M501a,29,T1,28.36928644,1.06985409,GP,light,M501a,M5
M501a_3005,M501a,30,T1,29.26746216,0.553238612,GP,light,M501a,M5
M501a_3101,M501a,31,T1,30.47447403,1.288523615,GP,light,M501a,M5
M501a_3202,M501a,32,T1,31.3796444,1.196336774,GP,light,M501a,M5
M501a_3304,M501a,33,T1,32.41601549,0.876401886,GP,light,M501a,M5
M501a_3405,M501a,34,T1,33.20993692,0.365716263,GP,light,M501a,M5
M501b_2702,M501b,27,T1,26.27576976,0.839131294,GP,light,M501b,M5
M501b_2803,M501b,28,T1,27.1743643,0.940817767,GP,light,M501b,M5
M501b_2905,M501b,29,T1,28.36482419,1.088353144,GP,light,M501b,M5
M501b_3006,M501b,30,T1,29.47159723,0.509135658,GP,light,M501b,M5
M501b_3102,M501b,31,T1,30.46139932,1.280291641,GP,light,M501b,M5
M501b_3204,M501b,32,T1,31.26030882,1.2073686,GP,light,M501b,M5
M501b_3305,M501b,33,T1,32.46640824,0.835149766,GP,light,M501b,M5
M501b_3401,M501b,34,T1,33.00032411,0.506071694,GP,light,M501b,M5
M501c_2702,M501c,27,T1,26.51393848,0.944681912,GP,light,M501c,M5
M501c_2804,M501c,28,T1,27.15607018,1.081058398,GP,light,M501c,M5
M501c_2905,M501c,29,T1,28.33416498,1.224717212,GP,light,M501c,M5
M501c_3001,M501c,30,T1,29.11951798,1.162693034,GP,light,M501c,M5
M501c_3103,M501c,31,T1,30.50979066,1.190959879,GP,light,M501c,M5
M501c_3204,M501c,32,T1,31.28356967,1.100898767,GP,light,M501c,M5
M501c_3306,M501c,33,T1,32.39778831,0.584858023,GP,light,M501c,M5
M501c_3401,M501c,34,T1,33.0247433,0.567929755,GP,light,M501c,M5
M501d_2703,M501d,27,T1,26.45092746,0.901254631,GP,light,M501d,M5
M501d_2804,M501d,28,T1,27.07960971,1.063587203,GP,light,M501d,M5
M501d_2906,M501d,29,T1,28.09930041,0.868042936,GP,light,M501d,M5
M501d_3001,M501d,30,T1,29.13728609,1.209299738,GP,light,M501d,M5
M501d_3103,M501d,31,T1,30.53668272,1.372544549,GP,light,M501d,M5
M501d_3205,M501d,32,T1,31.1771532,0.935151865,GP,light,M501d,M5
M501d_3306,M501d,33,T1,32.61087964,0.549913168,GP,light,M501d,M5
M501d_3402,M501d,34,T1,32.94509829,0.554198775,GP,light,M501d,M5
M502a_2704,M502a,27,T2,26.34128424,0.842773103,GP,light,M502a,M5
M502a_2805,M502a,28,T2,27.33737852,0.874668515,GP,light,M502a,M5
M502a_2901,M502a,29,T2,28.29159709,1.237749749,GP,light,M502a,M5
M502a_3002,M502a,30,T2,29.37669617,1.002048943,GP,light,M502a,M5
M502a_3104,M502a,31,T2,29.89295471,1.259712616,GP,light,M502a,M5
M502a_3206,M502a,32,T2,31.37027209,0.52760767,GP,light,M502a,M5
M502a_3301,M502a,33,T2,32.4228129,0.893646866,GP,light,M502a,M5
M502a_3403,M502a,34,T2,33.24195602,0.282947422,GP,light,M502a,M5
M502b_2702,M502b,27,T2,26.36680936,0.888637243,GP,light,M502b,M5
M502b_2803,M502b,28,T2,27.10755483,0.968368987,GP,light,M502b,M5
M502b_2905,M502b,29,T2,28.33359101,1.052219479,GP,light,M502b,M5
M502b_3006,M502b,30,T2,29.53410354,0.448842401,GP,light,M502b,M5
M502b_3102,M502b,31,T2,30.22556431,1.200896994,GP,light,M502b,M5
M502b_3204,M502b,32,T2,31.23451846,0.979991643,GP,light,M502b,M5
M502b_3305,M502b,33,T2,32.38730323,0.657870058,GP,light,M502b,M5
M502b_3401,M502b,34,T2,33.03428728,0.345137175,GP,light,M502b,M5
M502c_2701,M502c,27,T2,26.45390876,0.739411416,GP,light,M502c,M5
M502c_2802,M502c,28,T2,26.95631324,0.805906186,GP,light,M502c,M5
M502c_2904,M502c,29,T2,28.58688328,0.906532191,GP,light,M502c,M5
M502c_3005,M502c,30,T2,29.23617672,0.483276239,GP,light,M502c,M5
M502c_3101,M502c,31,T2,30.36687404,1.050484486,GP,light,M502c,M5
M502c_3203,M502c,32,T2,31.26550871,1.000322637,GP,light,M502c,M5
M502c_3304,M502c,33,T2,32.4080494,0.577633383,GP,light,M502c,M5
M502c_3406,M502c,34,T2,33.15373923,0.205865564,GP,light,M502c,M5
M502d_2702,M502d,27,T2,26.21446392,0.858580906,GP,light,M502d,M5
M502d_2804,M502d,28,T2,27.17158092,0.89956845,GP,light,M502d,M5
M502d_2905,M502d,29,T2,28.41419884,0.906230857,GP,light,M502d,M5
M502d_3001,M502d,30,T2,29.04320002,1.067044021,GP,light,M502d,M5
M502d_3103,M502d,31,T2,30.22069823,1.211282714,GP,light,M502d,M5
M502d_3204,M502d,32,T2,31.18202811,1.026972485,GP,light,M502d,M5
M502d_3306,M502d,33,T2,32.57268405,0.440391908,GP,light,M502d,M5
M502d_3401,M502d,34,T2,33.07559217,0.322038429,GP,light,M502d,M5
M503a_2701,M503a,27,T3,26.34082557,0.842087478,GP,light,M503a,M5
M503a_2803,M503a,28,T3,27.14071458,0.912032277,GP,light,M503a,M5
M503a_2904,M503a,29,T3,28.6271168,0.972705536,GP,light,M503a,M5
M503a_3006,M503a,30,T3,29.37344768,0.310695936,GP,light,M503a,M5
M503a_3102,M503a,31,T3,30.26616997,1.173819399,GP,light,M503a,M5
M503a_3203,M503a,32,T3,31.39769327,1.055279098,GP,light,M503a,M5
M503a_3305,M503a,33,T3,32.35723031,0.682315081,GP,light,M503a,M5
M503a_3406,M503a,34,T3,33.10527515,0.195318384,GP,light,M503a,M5
M503b_2703,M503b,27,T3,26.33363676,0.814153724,GP,light,M503b,M5
M503b_2804,M503b,28,T3,27.1393223,0.890181875,GP,light,M503b,M5
M503b_2906,M503b,29,T3,28.21418748,0.708752165,GP,light,M503b,M5
M503b_3001,M503b,30,T3,29.10915241,1.001970039,GP,light,M503b,M5
M503b_3103,M503b,31,T3,30.51218084,1.104020598,GP,light,M503b,M5
M503b_3205,M503b,32,T3,31.42705577,0.731975261,GP,light,M503b,M5
M503b_3306,M503b,33,T3,32.53770401,0.470748925,GP,light,M503b,M5
M503b_3402,M503b,34,T3,32.9521349,0.327004565,GP,light,M503b,M5
M503c_2705,M503c,27,T3,26.44347531,0.706804145,GP,light,M503c,M5
M503c_2806,M503c,28,T3,27.25127118,0.75888471,GP,light,M503c,M5
M503c_2902,M503c,29,T3,28.46582548,1.036062625,GP,light,M503c,M5
M503c_3003,M503c,30,T3,29.33620568,0.805564204,GP,light,M503c,M5
M503c_3105,M503c,31,T3,29.87725553,0.913046138,GP,light,M503c,M5
M503c_3201,M503c,32,T3,31.28943567,1.048377982,GP,light,M503c,M5
M503c_3302,M503c,33,T3,32.48691024,0.783159395,GP,light,M503c,M5
M503c_3404,M503c,34,T3,33.14485683,0.322774258,GP,light,M503c,M5
M503d_2705,M503d,27,T3,26.4955094,0.855638469,GP,light,M503d,M5
M503d_2801,M503d,28,T3,27.18859633,0.966911226,GP,light,M503d,M5
M503d_2902,M503d,29,T3,28.54037168,1.177374822,GP,light,M503d,M5
M503d_3004,M503d,30,T3,29.42594643,0.656281606,GP,light,M503d,M5
M503d_3106,M503d,31,T3,30.06976585,0.740986336,GP,light,M503d,M5
M503d_3201,M503d,32,T3,31.40303943,1.175435499,GP,light,M503d,M5
M503d_3303,M503d,33,T3,32.53488081,0.94176127,GP,light,M503d,M5
M503d_3404,M503d,34,T3,33.25881571,0.309887138,GP,light,M503d,M5
M50Ca_2705,M50Ca,27,C,26.51785573,1.006144348,GP,light,M50Ca,M5
M50Ca_2806,M50Ca,28,C,27.24603197,0.952441784,GP,light,M50Ca,M5
M50Ca_2902,M50Ca,29,C,28.45820459,1.330230557,GP,light,M50Ca,M5
M50Ca_3003,M50Ca,30,C,29.23151756,1.165852199,GP,light,M50Ca,M5
M50Ca_3105,M50Ca,31,C,30.0699239,1.176394459,GP,light,M50Ca,M5
M50Ca_3201,M50Ca,32,C,31.34643096,1.214495902,GP,light,M50Ca,M5
M50Ca_3302,M50Ca,33,C,32.43015666,0.945051116,GP,light,M50Ca,M5
M50Ca_3404,M50Ca,34,C,33.18135662,0.255903726,GP,light,M50Ca,M5
M50Cb_2702,M50Cb,27,C,26.41612588,0.910401478,GP,light,M50Cb,M5
M50Cb_2804,M50Cb,28,C,27.24797158,1.035712104,GP,light,M50Cb,M5
M50Cb_2905,M50Cb,29,C,28.38731382,1.163755436,GP,light,M50Cb,M5
M50Cb_3001,M50Cb,30,C,29.01960246,1.240023431,GP,light,M50Cb,M5
M50Cb_3103,M50Cb,31,C,30.68093916,1.305500452,GP,light,M50Cb,M5
M50Cb_3204,M50Cb,32,C,31.19506624,1.182407053,GP,light,M50Cb,M5
M50Cb_3306,M50Cb,33,C,32.28596855,0.446985949,GP,light,M50Cb,M5
M50Cb_3401,M50Cb,34,C,33.16716834,0.404529449,GP,light,M50Cb,M5
M50Cc_2701,M50Cc,27,C,26.41487449,0.793158892,GP,light,M50Cc,M5
M50Cc_2802,M50Cc,28,C,27.13856787,1.035217801,GP,light,M50Cc,M5
M50Cc_2904,M50Cc,29,C,28.73473366,1.121776926,GP,light,M50Cc,M5
M50Cc_3005,M50Cc,30,C,29.31360184,0.585062363,GP,light,M50Cc,M5
M50Cc_3101,M50Cc,31,C,30.36474967,1.361066558,GP,light,M50Cc,M5
M50Cc_3203,M50Cc,32,C,31.24165259,1.168435209,GP,light,M50Cc,M5
M50Cc_3304,M50Cc,33,C,32.46674477,0.776828729,GP,light,M50Cc,M5
M50Cc_3406,M50Cc,34,C,33.10197827,0.194702971,GP,light,M50Cc,M5
M50Cd_2701,M50Cd,27,C,26.50462592,4.185732468,GP,light,M50Cd,M5
M50Cd_2803,M50Cd,28,C,27.06772631,4.407358502,GP,light,M50Cd,M5
M50Cd_2904,M50Cd,29,C,28.64926439,4.997190497,GP,light,M50Cd,M5
M50Cd_3006,M50Cd,30,C,29.452809,2.087289898,GP,light,M50Cd,M5
M50Cd_3102,M50Cd,31,C,30.38137227,4.81951987,GP,light,M50Cd,M5
M50Cd_3203,M50Cd,32,C,31.32223235,4.959308341,GP,light,M50Cd,M5
M50Cd_3305,M50Cd,33,C,32.45307145,3.078272878,GP,light,M50Cd,M5
M50Cd_3407,M50Cd,34,C,33.13682895,1.082588956,GP,light,M50Cd,M5
M601a_2705,M601a,27,T1,26.40911114,0.823690294,GP,light,M601a,M6
M601a_2806,M601a,28,T1,27.29089219,0.820010454,GP,light,M601a,M6
M601a_2902,M601a,29,T1,28.56582023,1.088375621,GP,light,M601a,M6
M601a_3003,M601a,30,T1,29.32468353,0.986093214,GP,light,M601a,M6
M601a_3105,M601a,31,T1,30.09948507,1.135925372,GP,light,M601a,M6
M601a_3201,M601a,32,T1,31.39057931,1.410527376,GP,light,M601a,M6
M601a_3302,M601a,33,T1,32.39024922,1.011941106,GP,light,M601a,M6
M601a_3404,M601a,34,T1,33.23344727,0.468161752,GP,light,M601a,M6
M601b_2701,M601b,27,T1,26.44632332,1.121824333,GP,light,M601b,M6
M601b_2802,M601b,28,T1,27.23649537,1.306673951,GP,light,M601b,M6
M601b_2904,M601b,29,T1,28.66475495,1.447960634,GP,light,M601b,M6
M601b_3005,M601b,30,T1,29.30248639,0.696197175,GP,light,M601b,M6
M601b_3101,M601b,31,T1,30.27211728,1.569125095,GP,light,M601b,M6
M601b_3203,M601b,32,T1,31.3384851,1.395455708,GP,light,M601b,M6
M601b_3304,M601b,33,T1,32.33406579,0.938069658,GP,light,M601b,M6
M601b_3406,M601b,34,T1,32.94159232,0.33687789,GP,light,M601b,M6
M601c_2704,M601c,27,T1,26.37012921,0.921200998,GP,light,M601c,M6
M601c_2806,M601c,28,T1,27.32618607,0.898135958,GP,light,M601c,M6
M601c_2901,M601c,29,T1,28.23460825,1.454018196,GP,light,M601c,M6
M601c_3003,M601c,30,T1,29.35773685,1.077598925,GP,light,M601c,M6
M601c_3105,M601c,31,T1,29.9536235,1.243643437,GP,light,M601c,M6
M601c_3206,M601c,32,T1,31.15365516,0.692235481,GP,light,M601c,M6
M601c_3302,M601c,33,T1,32.61186898,0.827998215,GP,light,M601c,M6
M601c_3403,M601c,34,T1,33.12428359,0.309805363,GP,light,M601c,M6
M601d_2705,M601d,27,T1,26.40437636,0.843490884,GP,light,M601d,M6
M601d_2801,M601d,28,T1,27.18762583,0.928615367,GP,light,M601d,M6
M601d_2902,M601d,29,T1,28.41615608,1.161288651,GP,light,M601d,M6
M601d_3004,M601d,30,T1,29.37701222,0.69979832,GP,light,M601d,M6
M601d_3106,M601d,31,T1,29.98782707,0.897283464,GP,light,M601d,M6
M601d_3201,M601d,32,T1,31.33169213,1.184604618,GP,light,M601d,M6
M601d_3303,M601d,33,T1,32.49237472,0.782337733,GP,light,M601d,M6
M601d_3404,M601d,34,T1,33.14150519,0.273269193,GP,light,M601d,M6
M602a_2701,M602a,27,T2,26.43866805,0.871503758,GP,light,M602a,M6
M602a_2803,M602a,28,T2,27.07756725,0.981848479,GP,light,M602a,M6
M602a_2904,M602a,29,T2,28.68143306,0.973433558,GP,light,M602a,M6
M602a_3006,M602a,30,T2,29.57192266,0.448460248,GP,light,M602a,M6
M602a_3102,M602a,31,T2,30.24488705,1.111211508,GP,light,M602a,M6
M602a_3203,M602a,32,T2,31.30394894,0.927342878,GP,light,M602a,M6
M602a_3305,M602a,33,T2,32.2924029,0.569398327,GP,light,M602a,M6
M602a_3406,M602a,34,T2,33.19552568,0.205398307,GP,light,M602a,M6
M602b_2706,M602b,27,T2,26.37300328,0.68033324,GP,light,M602b,M6
M602b_2802,M602b,28,T2,27.16379897,0.827677008,GP,light,M602b,M6
M602b_2903,M602b,29,T2,28.40655733,0.968108591,GP,light,M602b,M6
M602b_3005,M602b,30,T2,29.19965464,0.496145071,GP,light,M602b,M6
M602b_3101,M602b,31,T2,30.42266533,1.173485921,GP,light,M602b,M6
M602b_3202,M602b,32,T2,31.30294727,1.05291605,GP,light,M602b,M6
M602b_3304,M602b,33,T2,32.34450075,0.631684981,GP,light,M602b,M6
M602b_3405,M602b,34,T2,33.05790688,0.249823551,GP,light,M602b,M6
M602c_2705,M602c,27,T2,26.37971919,0.923676793,GP,light,M602c,M6
M602c_2801,M602c,28,T2,27.2263183,1.02446217,GP,light,M602c,M6
M602c_2902,M602c,29,T2,28.49684891,1.104025807,GP,light,M602c,M6
M602c_3004,M602c,30,T2,29.3376388,0.654843023,GP,light,M602c,M6
M602c_3106,M602c,31,T2,30.07178241,0.777257958,GP,light,M602c,M6
M602c_3201,M602c,32,T2,31.17822921,1.171414173,GP,light,M602c,M6
M602c_3303,M602c,33,T2,32.32113075,0.60776351,GP,light,M602c,M6
M602c_3404,M602c,34,T2,33.07969292,0.215680264,GP,light,M602c,M6
M602d_2703,M602d,27,T2,26.43874085,0.888675206,GP,light,M602d,M6
M602d_2805,M602d,28,T2,27.35874233,0.824807791,GP,light,M602d,M6
M602d_2906,M602d,29,T2,28.20061084,0.77925911,GP,light,M602d,M6
M602d_3002,M602d,30,T2,29.38550441,1.036417203,GP,light,M602d,M6
M602d_3104,M602d,31,T2,29.9710565,1.150190638,GP,light,M602d,M6
M602d_3205,M602d,32,T2,31.39725609,0.869712273,GP,light,M602d,M6
M602d_3301,M602d,33,T2,32.35668305,0.845496092,GP,light,M602d,M6
M602d_3402,M602d,34,T2,33.0867253,0.214525411,GP,light,M602d,M6
M603a_2704,M603a,27,T3,26.50516698,0.906970787,GP,light,M603a,M6
M603a_2806,M603a,28,T3,27.21121343,0.895527917,GP,light,M603a,M6
M603a_2901,M603a,29,T3,28.32433384,1.130077712,GP,light,M603a,M6
M603a_3003,M603a,30,T3,29.2507284,1.037783984,GP,light,M603a,M6
M603a_3105,M603a,31,T3,30.06730616,1.064479242,GP,light,M603a,M6
M603a_3206,M603a,32,T3,31.28828068,0.577729589,GP,light,M603a,M6
M603a_3302,M603a,33,T3,32.52109016,0.70286304,GP,light,M603a,M6
M603a_3403,M603a,34,T3,33.21544359,0.256414411,GP,light,M603a,M6
M603b_2706,M603b,27,T3,26.37612772,0.696666052,GP,light,M603b,M6
M603b_2801,M603b,28,T3,27.06528221,0.840795977,GP,light,M603b,M6
M603b_2903,M603b,29,T3,28.45515226,0.9156267,GP,light,M603b,M6
M603b_3004,M603b,30,T3,29.28526478,0.596668734,GP,light,M603b,M6
M603b_3106,M603b,31,T3,29.94601464,0.763984401,GP,light,M603b,M6
M603b_3202,M603b,32,T3,31.32580887,1.11410967,GP,light,M603b,M6
M603b_3303,M603b,33,T3,32.51138627,0.744904933,GP,light,M603b,M6
M603b_3405,M603b,34,T3,33.07398551,0.243028035,GP,light,M603b,M6
M603c_2706,M603c,27,T3,26.30522994,0.757758871,GP,light,M603c,M6
M603c_2802,M603c,28,T3,27.13817963,0.944667494,GP,light,M603c,M6
M603c_2903,M603c,29,T3,28.41650127,0.998754359,GP,light,M603c,M6
M603c_3005,M603c,30,T3,29.15952226,0.553893932,GP,light,M603c,M6
M603c_3101,M603c,31,T3,30.39490647,1.088323282,GP,light,M603c,M6
M603c_3202,M603c,32,T3,31.37259641,1.062380635,GP,light,M603c,M6
M603c_3304,M603c,33,T3,32.4310354,0.691953238,GP,light,M603c,M6
M603c_3405,M603c,34,T3,33.12131622,0.218365571,GP,light,M603c,M6
M603d_2702,M603d,27,T3,26.24405966,0.988476982,GP,light,M603d,M6
M603d_2804,M603d,28,T3,27.18215571,1.049554581,GP,light,M603d,M6
M603d_2905,M603d,29,T3,28.26763611,1.084028306,GP,light,M603d,M6
M603d_3001,M603d,30,T3,28.86613166,1.298171338,GP,light,M603d,M6
M603d_3103,M603d,31,T3,30.49427192,1.302669633,GP,light,M603d,M6
M603d_3204,M603d,32,T3,31.21435903,1.221947054,GP,light,M603d,M6
M603d_3306,M603d,33,T3,32.52846709,0.544512904,GP,light,M603d,M6
M603d_3401,M603d,34,T3,32.95190283,0.333176919,GP,light,M603d,M6
M60Ca_2706,M60Ca,27,C,26.29118037,0.740932937,GP,light,M60Ca,M6
M60Ca_2802,M60Ca,28,C,27.13421339,0.970870946,GP,light,M60Ca,M6
M60Ca_2903,M60Ca,29,C,28.44959961,0.986513507,GP,light,M60Ca,M6
M60Ca_3005,M60Ca,30,C,29.18514998,0.528698939,GP,light,M60Ca,M6
M60Ca_3101,M60Ca,31,C,30.3514694,1.212462029,GP,light,M60Ca,M6
M60Ca_3202,M60Ca,32,C,31.38580314,1.139945573,GP,light,M60Ca,M6
M60Ca_3304,M60Ca,33,C,32.42748933,0.597208966,GP,light,M60Ca,M6
M60Ca_3405,M60Ca,34,C,33.10696028,0.183293141,GP,light,M60Ca,M6
M60Cb_2704,M60Cb,27,C,26.28498025,0.881581251,GP,light,M60Cb,M6
M60Cb_2805,M60Cb,28,C,27.37145484,0.833239909,GP,light,M60Cb,M6
M60Cb_2901,M60Cb,29,C,28.30766567,1.092150287,GP,light,M60Cb,M6
M60Cb_3002,M60Cb,30,C,29.40099195,0.906363896,GP,light,M60Cb,M6
M60Cb_3104,M60Cb,31,C,30.02411286,1.011009743,GP,light,M60Cb,M6
M60Cb_3206,M60Cb,32,C,31.35804599,0.591827351,GP,light,M60Cb,M6
M60Cb_3301,M60Cb,33,C,32.35930273,0.7884598,GP,light,M60Cb,M6
M60Cb_3403,M60Cb,34,C,33.17980026,0.222288161,GP,light,M60Cb,M6
M60Cc_2706,M60Cc,27,C,26.39596864,0.780604494,GP,light,M60Cc,M6
M60Cc_2801,M60Cc,28,C,27.16112401,0.871976369,GP,light,M60Cc,M6
M60Cc_2903,M60Cc,29,C,28.80629054,0.994001107,GP,light,M60Cc,M6
M60Cc_3004,M60Cc,30,C,29.33993631,0.576234368,GP,light,M60Cc,M6
M60Cc_3106,M60Cc,31,C,29.88401847,0.762573913,GP,light,M60Cc,M6
M60Cc_3202,M60Cc,32,C,31.47486591,1.088036833,GP,light,M60Cc,M6
M60Cc_3303,M60Cc,33,C,32.50392171,0.726774461,GP,light,M60Cc,M6
M60Cc_3405,M60Cc,34,C,32.98505792,0.132312243,GP,light,M60Cc,M6
M60Cd_2705,M60Cd,27,C,26.46612711,0.800510322,GP,light,M60Cd,M6
M60Cd_2801,M60Cd,28,C,27.2167535,0.948343629,GP,light,M60Cd,M6
M60Cd_2902,M60Cd,29,C,28.47398725,1.086564897,GP,light,M60Cd,M6
M60Cd_3004,M60Cd,30,C,29.27917435,0.643200054,GP,light,M60Cd,M6
M60Cd_3106,M60Cd,31,C,30.01212774,0.73093276,GP,light,M60Cd,M6
M60Cd_3201,M60Cd,32,C,31.20467013,1.242220902,GP,light,M60Cd,M6
M60Cd_3303,M60Cd,33,C,32.44314712,0.756793072,GP,light,M60Cd,M6
M60Cd_3404,M60Cd,34,C,33.26522731,0.238324482,GP,light,M60Cd,M6
