fragment.ID.full,Temp.C.x,fragment.ID,genotype,run.x,temp.Cat,light_dark.x,treatment,umol.sec.corr.x,umol.cm2.hr.x,umol.cm2.hr.c.x,ln.rate.x,rate.type.x,frag.ID,fragment.ID.full.y,Temp.C.y,run.y,light_dark.y,umol.sec.corr.y,umol.cm2.hr.y,umol.cm2.hr.c.y,ln.rate.y,rate.type.y,Pnet_umol.cm2.hr,Rdark_umol.cm2.hr
K203d_3301,32.37924261,K203d,K2,3301,33,light,T3,0.00254877,0.50928401,0.50928401,-0.495470766,NP,K203d_3301,K203d_3301D,32.4851981,3301D,dark,-0.002554068,-0.510342596,0.510342596,-0.493734847,R,0.50928401,0.510342596
K203d_3403,33.1130971,K203d,K2,3403,34,light,T3,-5.14E-05,-0.010263858,0.010263858,-2.204879075,NP,K203d_3403,K203d_3403D,33.12367408,3403D,dark,-0.00171564,-0.342811607,0.342811607,-0.814610865,R,0.010263858,0.342811607
K20Ca_2704,26.36481988,K20Ca,K2,2704,27,light,C,0.006487332,0.526807765,0.526807765,-0.467115379,NP,K20Ca_2704,K20Ca_2704D,26.32516125,2704D,dark,-0.00568459,-0.461620614,0.461620614,-0.576928722,R,0.526807765,0.461620614
K20Ca_2806,27.30945628,K20Ca,K2,2806,28,light,C,0.005814033,0.472132129,0.472132129,-0.558385319,NP,K20Ca_2806,K20Ca_2806D,27.21054076,2806D,dark,-0.005043175,-0.409534086,0.409534086,-0.674258528,R,0.472132129,0.409534086
K20Ca_2901,28.40125521,K20Ca,K2,2901,29,light,C,0.00971159,0.788635596,0.788635596,-0.118068031,NP,K20Ca_2901,K20Ca_2901D,28.28416032,2901D,dark,-0.006898603,-0.560205271,0.560205271,-0.415204475,R,0.788635596,0.560205271
K20Ca_3003,29.24296276,K20Ca,K2,3003,30,light,C,0.006846785,0.555997366,0.555997366,-0.421598505,NP,K20Ca_3003,K20Ca_3003D,29.2682474,3003D,dark,-0.00668773,-0.543081201,0.543081201,-0.441484277,R,0.555997366,0.543081201
K20Ca_3105,30.00014011,K20Ca,K2,3105,31,light,C,0.009189874,0.746269352,0.746269352,-0.166917587,NP,K20Ca_3105,K20Ca_3105D,30.08649883,3105D,dark,-0.007559743,-0.613893551,0.613893551,-0.337021415,R,0.746269352,0.613893551
K20Ca_3206,31.27275612,K20Ca,K2,3206,32,light,C,0.003904876,0.317097806,0.317097806,-0.874434539,NP,K20Ca_3206,K20Ca_3206D,31.31544283,3206D,dark,-0.006472196,-0.525578608,0.525578608,-0.469078285,R,0.317097806,0.525578608
K20Ca_3302,32.58491569,K20Ca,K2,3302,33,light,C,0.006725536,0.546151244,0.546151244,-0.436721678,NP,K20Ca_3302,K20Ca_3302D,32.50456209,3302D,dark,-0.006699021,-0.543998097,0.543998097,-0.440059508,R,0.546151244,0.543998097
K20Ca_3403,33.14568157,K20Ca,K2,3403,34,light,C,0.000741276,0.060195804,0.060195804,-1.831358436,NP,K20Ca_3403,K20Ca_3403D,33.13716372,3403D,dark,-0.005385041,-0.437295512,0.437295512,-0.621207035,R,0.060195804,0.437295512
K20Cb_2703,26.21174644,K20Cb,K2,2703,27,light,C,0.003527812,0.478908108,0.478908108,-0.546611523,NP,K20Cb_2703,K20Cb_2703D,26.23138228,2703D,dark,-0.002778863,-0.37723661,0.37723661,-0.739742873,R,0.478908108,0.37723661
K20Cb_2804,27.13471087,K20Cb,K2,2804,28,light,C,0.003154894,0.428283689,0.428283689,-0.638121849,NP,K20Cb_2804,K20Cb_2804D,27.10128837,2804D,dark,-0.002494861,-0.338682718,0.338682718,-0.823978866,R,0.428283689,0.338682718
K20Cb_2906,28.27598873,K20Cb,K2,2906,29,light,C,0.002368295,0.321501228,0.321501228,-0.863932588,NP,K20Cb_2906,K20Cb_2906D,28.30416004,2906D,dark,-0.002649939,-0.3597349,0.3597349,-0.777105259,R,0.321501228,0.3597349
K20Cb_3001,29.17342892,K20Cb,K2,3001,30,light,C,0.004288874,0.582223864,0.582223864,-0.382397428,NP,K20Cb_3001,K20Cb_3001D,29.14597532,3001D,dark,-0.002074514,-0.281619789,0.281619789,-0.963330482,R,0.582223864,0.281619789
K20Cb_3103,30.17381116,K20Cb,K2,3103,31,light,C,0.004099733,0.556547559,0.556547559,-0.420760144,NP,K20Cb_3103,K20Cb_3103D,30.16290048,3103D,dark,-0.002927877,-0.397465612,0.397465612,-0.698228847,R,0.556547559,0.397465612
K20Cb_3205,31.28072116,K20Cb,K2,3205,32,light,C,0.002207565,0.29968178,0.29968178,-0.917086599,NP,K20Cb_3205,K20Cb_3205D,31.35298765,3205D,dark,-0.00288784,-0.392030535,0.392030535,-0.709214502,R,0.29968178,0.392030535
K20Cb_3306,32.5322023,K20Cb,K2,3306,33,light,C,0.000116277,0.015784834,0.015784834,-2.156021689,NP,K20Cb_3306,K20Cb_3306D,32.46024263,3306D,dark,-0.002553799,-0.346683799,0.346683799,-0.80590432,R,0.015784834,0.346683799
K20Cb_3402,32.95014258,K20Cb,K2,3402,34,light,C,-0.000938043,-0.127341334,0.127341334,-1.481302715,NP,K20Cb_3402,K20Cb_3402D,33.07734669,3402D,dark,-0.002747631,-0.372996834,0.372996834,-0.748666583,R,0.127341334,0.372996834
K20Cc_2702,26.48239245,K20Cc,K2,2702,27,light,C,0.006256652,0.541423676,0.541423676,-0.444065079,NP,K20Cc_2702,K20Cc_2702D,26.42727778,2702D,dark,-0.005212468,-0.451064475,0.451064475,-0.595903463,R,0.541423676,0.451064475
K20Cc_2803,27.18490347,K20Cc,K2,2803,28,light,C,0.00669085,0.578997298,0.578997298,-0.387138131,NP,K20Cc_2803,K20Cc_2803D,27.17358175,2803D,dark,-0.005626614,-0.486902896,0.486902896,-0.532895896,R,0.578997298,0.486902896
K20Cc_2905,28.40299263,K20Cc,K2,2905,29,light,C,0.007873371,0.681327567,0.681327567,-0.246760797,NP,K20Cc_2905,K20Cc_2905D,28.30398857,2905D,dark,-0.005527574,-0.47833235,0.47833235,-0.547606575,R,0.681327567,0.47833235
K20Cc_3006,29.49292508,K20Cc,K2,3006,30,light,C,0.001676373,0.145066108,0.145066108,-1.406227276,NP,K20Cc_3006,K20Cc_3006D,29.38803411,3006D,dark,-0.005727556,-0.495637947,0.495637947,-0.518122268,R,0.145066108,0.495637947
K20Cc_3102,30.458859,K20Cc,K2,3102,31,light,C,0.009512734,0.823190951,0.823190951,-0.079919185,NP,K20Cc_3102,K20Cc_3102D,30.54864254,3102D,dark,-0.006607748,-0.571805985,0.571805985,-0.397785693,R,0.823190951,0.571805985
K20Cc_3205,31.30785126,K20Cc,K2,3205,32,light,C,0.00805927,0.697414397,0.697414397,-0.226380789,NP,K20Cc_3205,K20Cc_3205D,31.34375704,3205D,dark,-0.005739638,-0.496683465,0.496683465,-0.516368515,R,0.697414397,0.496683465
K20Cc_3305,32.46430401,K20Cc,K2,3305,33,light,C,0.004915686,0.425382232,0.425382232,-0.64362922,NP,K20Cc_3305,K20Cc_3305D,32.46014842,3305D,dark,-0.005190987,-0.449205613,0.449205613,-0.599282385,R,0.425382232,0.449205613
K20Cc_3401,33.07677828,K20Cc,K2,3401,34,light,C,0.000989783,0.085651517,0.085651517,-1.68388393,NP,K20Cc_3401,K20Cc_3401D,33.08622958,3401D,dark,-0.005718431,-0.494848359,0.494848359,-0.519448764,R,0.085651517,0.494848359
K20Cd_2703,26.33540661,K20Cd,K2,2703,27,light,C,0.002021333,0.494823704,0.494823704,-0.519490213,NP,K20Cd_2703,K20Cd_2703D,26.30662653,2703D,dark,-0.001677151,-0.410567711,0.410567711,-0.672232014,R,0.494823704,0.410567711
K20Cd_2805,27.29533164,K20Cd,K2,2805,28,light,C,0.002091808,0.512075992,0.512075992,-0.490898835,NP,K20Cd_2805,K20Cd_2805D,27.25261761,2805D,dark,-0.001885736,-0.461629496,0.461629496,-0.576912906,R,0.512075992,0.461629496
K20Cd_2906,28.15526867,K20Cd,K2,2906,29,light,C,0.001669197,0.408620437,0.408620437,-0.676053244,NP,K20Cd_2906,K20Cd_2906D,28.15985687,2906D,dark,-0.001910582,-0.467711726,0.467711726,-0.566141513,R,0.408620437,0.467711726
K20Cd_3002,29.36772391,K20Cd,K2,3002,30,light,C,0.0028942,0.708502079,0.708502079,-0.212572029,NP,K20Cd_3002,K20Cd_3002D,29.34252992,3002D,dark,-0.001816223,-0.444612632,0.444612632,-0.607680505,R,0.708502079,0.444612632
K20Cd_3104,30.12240875,K20Cd,K2,3104,31,light,C,0.002788762,0.682690794,0.682690794,-0.24501756,NP,K20Cd_3104,K20Cd_3104D,30.10037359,3104D,dark,-0.002240567,-0.548492235,0.548492235,-0.433105248,R,0.682690794,0.548492235
K20Cd_3205,31.32679298,K20Cd,K2,3205,32,light,C,0.001718166,0.420608312,0.420608312,-0.65275732,NP,K20Cd_3205,K20Cd_3205D,31.40012217,3205D,dark,-0.001933304,-0.47327414,0.47327414,-0.556391247,R,0.420608312,0.47327414
K20Cd_3301,32.49211228,K20Cd,K2,3301,33,light,C,0.001757035,0.430123297,0.430123297,-0.634645663,NP,K20Cd_3301,K20Cd_3301D,32.58161048,3301D,dark,-0.002325051,-0.569174158,0.569174158,-0.401710928,R,0.430123297,0.569174158
K20Cd_3402,33.09428512,K20Cd,K2,3402,34,light,C,-4.14E-05,-0.010123162,0.010123162,-2.206155887,NP,K20Cd_3402,K20Cd_3402D,33.14042871,3402D,dark,-0.001602398,-0.392268138,0.392268138,-0.708731716,R,0.010123162,0.392268138
M501a_2706,26.3420711,M501a,M5,2706,27,light,T1,0.002295734,0.311625063,0.311625063,-0.887642385,NP,M501a_2706,M501a_2706D,26.31898404,2706D,dark,-0.003068628,-0.416538372,0.416538372,-0.660605701,R,0.311625063,0.416538372
M501a_2802,27.14612023,M501a,M5,2802,28,light,T1,0.003337052,0.45297449,0.45297449,-0.592443408,NP,M501a_2802,M501a_2802D,27.1839286,2802D,dark,-0.003623459,-0.49185167,0.49185167,-0.524499233,R,0.45297449,0.49185167
M501a_2903,28.36928644,M501a,M5,2903,29,light,T1,0.004694544,0.637241792,0.637241792,-0.304839365,NP,M501a_2903,M501a_2903D,28.26947998,2903D,dark,-0.003187044,-0.432612298,0.432612298,-0.629961516,R,0.637241792,0.432612298
M501a_3005,29.26746216,M501a,M5,3005,30,light,T1,0.000533868,0.072467725,0.072467725,-1.757545164,NP,M501a_3005,M501a_3005D,29.27965102,3005D,dark,-0.003541827,-0.480770888,0.480770888,-0.543398941,R,0.072467725,0.480770888
M501a_3101,30.47447403,M501a,M5,3101,31,light,T1,0.005503306,0.74702389,0.74702389,-0.166026379,NP,M501a_3101,M501a_3101D,30.48150924,3101D,dark,-0.003989215,-0.541499725,0.541499725,-0.443946524,R,0.74702389,0.541499725
M501a_3202,31.3796444,M501a,M5,3202,32,light,T1,0.004748476,0.644562632,0.644562632,-0.294958304,NP,M501a_3202,M501a_3202D,31.35959082,3202D,dark,-0.004064906,-0.551774142,0.551774142,-0.428057185,R,0.644562632,0.551774142
M501a_3304,32.41601549,M501a,M5,3304,33,light,T1,0.002810335,0.381477446,0.381477446,-0.73089589,NP,M501a_3304,M501a_3304D,32.37740377,3304D,dark,-0.003646096,-0.494924439,0.494924439,-0.519320874,R,0.381477446,0.494924439
M501a_3405,33.20993692,M501a,M5,3405,34,light,T1,-6.04E-05,-0.008204322,0.008204322,-2.223733967,NP,M501a_3405,M501a_3405D,33.21076298,3405D,dark,-0.002754663,-0.373920585,0.373920585,-0.746715514,R,0.008204322,0.373920585
M501b_2702,26.27576976,M501b,M5,2702,27,light,T1,0.003183163,0.432881663,0.432881663,-0.629455901,NP,M501b_2702,M501b_2702D,26.31778824,2702D,dark,-0.002987327,-0.406249631,0.406249631,-0.680725389,R,0.432881663,0.406249631
M501b_2803,27.1743643,M501b,M5,2803,28,light,T1,0.003777284,0.513676693,0.513676693,-0.488287048,NP,M501b_2803,M501b_2803D,27.16502415,2803D,dark,-0.00314095,-0.427141075,0.427141075,-0.640287072,R,0.513676693,0.427141075
M501b_2905,28.36482419,M501b,M5,2905,29,light,T1,0.004911521,0.667922784,0.667922784,-0.264066092,NP,M501b_2905,M501b_2905D,28.34677014,2905D,dark,-0.003091604,-0.42043036,0.42043036,-0.653099195,R,0.667922784,0.42043036
M501b_3006,29.47159723,M501b,M5,3006,30,light,T1,-6.04E-05,-0.008220228,0.008220228,-2.22358698,NP,M501b_3006,M501b_3006D,29.34234713,3006D,dark,-0.003804338,-0.517355886,0.517355886,-0.48230962,R,0.008220228,0.517355886
M501b_3102,30.46139932,M501b,M5,3102,31,light,T1,0.005123458,0.696744297,0.696744297,-0.227221484,NP,M501b_3102,M501b_3102D,30.50201414,3102D,dark,-0.004291072,-0.583547345,0.583547345,-0.380459357,R,0.696744297,0.583547345
M501b_3204,31.26030882,M501b,M5,3204,32,light,T1,0.004324701,0.588120586,0.588120586,-0.373791186,NP,M501b_3204,M501b_3204D,31.31607621,3204D,dark,-0.004553595,-0.619248014,0.619248014,-0.329549038,R,0.588120586,0.619248014
M501b_3305,32.46640824,M501b,M5,3305,33,light,T1,0.002866088,0.389762275,0.389762275,-0.713835158,NP,M501b_3305,M501b_3305D,32.4841966,3305D,dark,-0.003275124,-0.445387491,0.445387491,-0.606258745,R,0.389762275,0.445387491
M501b_3401,33.00032411,M501b,M5,3401,34,light,T1,0.000449572,0.061137744,0.061137744,-1.825495725,NP,M501b_3401,M501b_3401D,33.02979376,3401D,dark,-0.003271789,-0.44493395,0.44493395,-0.607090685,R,0.061137744,0.44493395
M501c_2702,26.51393848,M501c,M5,2702,27,light,T1,0.006452148,0.505616919,0.505616919,-0.501507639,NP,M501c_2702,M501c_2702D,26.45966203,2702D,dark,-0.005602883,-0.439064993,0.439064993,-0.617919135,R,0.505616919,0.439064993
M501c_2804,27.15607018,M501c,M5,2804,28,light,T1,0.00693319,0.543313297,0.543313297,-0.44112343,NP,M501c_2804,M501c_2804D,27.111971,2804D,dark,-0.006862134,-0.537745101,0.537745101,-0.449816604,R,0.543313297,0.537745101
M501c_2905,28.33416498,M501c,M5,2905,29,light,T1,0.00853765,0.669045403,0.669045403,-0.26260527,NP,M501c_2905,M501c_2905D,28.26673678,2905D,dark,-0.007090896,-0.55567181,0.55567181,-0.422094905,R,0.669045403,0.55567181
M501c_3001,29.11951798,M501c,M5,3001,30,light,T1,0.008067842,0.632229337,0.632229337,-0.311661512,NP,M501c_3001,M501c_3001D,29.1444896,3001D,dark,-0.006769217,-0.530463696,0.530463696,-0.461299704,R,0.632229337,0.530463696
M501c_3103,30.50979066,M501c,M5,3103,31,light,T1,0.008682632,0.680406838,0.680406838,-0.247939908,NP,M501c_3103,M501c_3103D,30.36062316,3103D,dark,-0.006515138,-0.510553041,0.510553041,-0.493390109,R,0.680406838,0.510553041
M501c_3204,31.28356967,M501c,M5,3204,32,light,T1,0.007547392,0.591444694,0.591444694,-0.36897211,NP,M501c_3204,M501c_3204D,31.34382791,3204D,dark,-0.006501114,-0.509454073,0.509454073,-0.495191686,R,0.591444694,0.509454073
M501c_3306,32.39778831,M501c,M5,3306,33,light,T1,0.001626799,0.127482643,0.127482643,-1.480681337,NP,M501c_3306,M501c_3306D,32.34473825,3306D,dark,-0.005836541,-0.45737538,0.45737538,-0.584516335,R,0.127482643,0.45737538
M501c_3401,33.0247433,M501c,M5,3401,34,light,T1,0.001392267,0.109103748,0.109103748,-1.564924748,NP,M501c_3401,M501c_3401D,33.04850263,3401D,dark,-0.005855052,-0.458826007,0.458826007,-0.581917111,R,0.109103748,0.458826007
M501d_2703,26.45092746,M501d,M5,2703,27,light,T1,0.004202776,0.504942286,0.504942286,-0.50262222,NP,M501d_2703,M501d_2703D,26.42560025,2703D,dark,-0.003298619,-0.396312345,0.396312345,-0.700549823,R,0.504942286,0.396312345
M501d_2804,27.07960971,M501d,M5,2804,28,light,T1,0.004736697,0.569090164,0.569090164,-0.401836454,NP,M501d_2804,M501d_2804D,27.05237992,2804D,dark,-0.004115838,-0.494497039,0.494497039,-0.520039543,R,0.569090164,0.494497039
M501d_2906,28.09930041,M501d,M5,2906,29,light,T1,0.003298048,0.396243737,0.396243737,-0.700688067,NP,M501d_2906,M501d_2906D,28.13422663,2906D,dark,-0.003926917,-0.471799198,0.471799198,-0.558967401,R,0.396243737,0.471799198
M501d_3001,29.13728609,M501d,M5,3001,30,light,T1,0.005207099,0.625606503,0.625606503,-0.320747417,NP,M501d_3001,M501d_3001D,29.15572879,3001D,dark,-0.004858243,-0.583693234,0.583693234,-0.38024595,R,0.625606503,0.583693234
M501d_3103,30.53668272,M501d,M5,3103,31,light,T1,0.00628104,0.754635167,0.754635167,-0.157080606,NP,M501d_3103,M501d_3103D,30.40196802,3103D,dark,-0.005143033,-0.617909382,0.617909382,-0.331411927,R,0.754635167,0.617909382
M501d_3205,31.1771532,M501d,M5,3205,32,light,T1,0.003078636,0.369882505,0.369882505,-0.755272606,NP,M501d_3205,M501d_3205D,31.26193238,3205D,dark,-0.004704896,-0.565269361,0.565269361,-0.407563267,R,0.369882505,0.565269361
M501d_3306,32.61087964,M501d,M5,3306,33,light,T1,0.001028079,0.123518503,0.123518503,-1.498261082,NP,M501d_3306,M501d_3306D,32.51600332,3306D,dark,-0.003549003,-0.426394665,0.426394665,-0.641704034,R,0.123518503,0.426394665
M501d_3402,32.94509829,M501d,M5,3402,34,light,T1,0.000484503,0.058210596,0.058210596,-1.843828246,NP,M501d_3402,M501d_3402D,33.07224328,3402D,dark,-0.004128249,-0.495988178,0.495988178,-0.517534447,R,0.058210596,0.495988178
M502a_2704,26.34128424,M502a,M5,2704,27,light,T2,0.002437829,0.397746029,0.397746029,-0.697665314,NP,M502a_2704,M502a_2704D,26.32143638,2704D,dark,-0.00272762,-0.445027074,0.445027074,-0.606919809,R,0.397746029,0.445027074
M502a_2805,27.33737852,M502a,M5,2805,28,light,T2,0.002368203,0.386386071,0.386386071,-0.720752586,NP,M502a_2805,M502a_2805D,27.31203488,2805D,dark,-0.002992737,-0.488282444,0.488282444,-0.5305481,R,0.386386071,0.488282444
M502a_2901,28.29159709,M502a,M5,2901,29,light,T2,0.004062314,0.662790281,0.662790281,-0.270772147,NP,M502a_2901,M502a_2901D,28.17784852,2901D,dark,-0.00352399,-0.574959468,0.574959468,-0.393102637,R,0.662790281,0.574959468
M502a_3002,29.37669617,M502a,M5,3002,30,light,T2,0.002564527,0.418417475,0.418417475,-0.656974426,NP,M502a_3002,M502a_3002D,29.35225502,3002D,dark,-0.003577141,-0.583631468,0.583631468,-0.380336295,R,0.418417475,0.583631468
M502a_3104,29.89295471,M502a,M5,3104,31,light,T2,0.003505428,0.571931067,0.571931067,-0.397599522,NP,M502a_3104,M502a_3104D,29.96825782,3104D,dark,-0.004215488,-0.687781548,0.687781548,-0.23853445,R,0.571931067,0.687781548
M502a_3206,31.37027209,M502a,M5,3206,32,light,T2,0.000288393,0.047053031,0.047053031,-1.916962001,NP,M502a_3206,M502a_3206D,31.40948206,3206D,dark,-0.002945372,-0.480554639,0.480554639,-0.543771359,R,0.047053031,0.480554639
M502a_3301,32.4228129,M502a,M5,3301,33,light,T2,0.002630971,0.429258256,0.429258256,-0.63627877,NP,M502a_3301,M502a_3301D,32.48615346,3301D,dark,-0.002846289,-0.46438861,0.46438861,-0.57201224,R,0.429258256,0.46438861
M502a_3403,33.24195602,M502a,M5,3403,34,light,T2,-0.000398832,-0.065071843,0.065071843,-1.801374486,NP,M502a_3403,M502a_3403D,33.22630355,3403D,dark,-0.002133048,-0.348019265,0.348019265,-0.802919044,R,0.065071843,0.348019265
M502b_2702,26.36680936,M502b,M5,2702,27,light,T2,0.004014661,0.493610155,0.493610155,-0.521532479,NP,M502b_2702,M502b_2702D,26.34602912,2702D,dark,-0.003212859,-0.395027087,0.395027087,-0.703142796,R,0.493610155,0.395027087
M502b_2803,27.10755483,M502b,M5,2803,28,light,T2,0.004130446,0.507846081,0.507846081,-0.497833586,NP,M502b_2803,M502b_2803D,27.10626177,2803D,dark,-0.003745554,-0.460522907,0.460522907,-0.578885169,R,0.507846081,0.460522907
M502b_2905,28.33359101,M502b,M5,2905,29,light,T2,0.004964181,0.610355362,0.610355362,-0.341989924,NP,M502b_2905,M502b_2905D,28.25021428,2905D,dark,-0.003593797,-0.441864117,0.441864117,-0.612740016,R,0.610355362,0.441864117
M502b_3006,29.53410354,M502b,M5,3006,30,light,T2,-0.000207105,-0.025463959,0.025463959,-2.075736741,NP,M502b_3006,M502b_3006D,29.42538616,3006D,dark,-0.003857659,-0.47430636,0.47430636,-0.554592296,R,0.025463959,0.47430636
M502b_3102,30.22556431,M502b,M5,3102,31,light,T2,0.004724458,0.580880973,0.580880973,-0.38436777,NP,M502b_3102,M502b_3102D,30.36194401,3102D,dark,-0.005042754,-0.620016021,0.620016021,-0.328481816,R,0.580880973,0.620016021
M502b_3204,31.23451846,M502b,M5,3204,32,light,T2,0.00405577,0.498664582,0.498664582,-0.513053801,NP,M502b_3204,M502b_3204D,31.33796275,3204D,dark,-0.00391476,-0.481327061,0.481327061,-0.542441754,R,0.498664582,0.481327061
M502b_3305,32.38730323,M502b,M5,3305,33,light,T2,0.001844778,0.226818888,0.226818888,-1.118349119,NP,M502b_3305,M502b_3305D,32.38971474,3305D,dark,-0.003505853,-0.43105117,0.43105117,-0.632896898,R,0.226818888,0.43105117
M502b_3401,33.03428728,M502b,M5,3401,34,light,T2,-0.000243628,-0.029954489,0.029954489,-2.040570974,NP,M502b_3401,M502b_3401D,33.07560198,3401D,dark,-0.003050719,-0.375091665,0.375091665,-0.744247516,R,0.029954489,0.375091665
M502c_2701,26.45390876,M502c,M5,2701,27,light,T2,0.002717701,0.351106228,0.351106228,-0.796052429,NP,M502c_2701,M502c_2701D,26.43019417,2701D,dark,-0.003005636,-0.388305188,0.388305188,-0.716814683,R,0.351106228,0.388305188
M502c_2802,26.95631324,M502c,M5,2802,28,light,T2,0.003236113,0.418081082,0.418081082,-0.65762352,NP,M502c_2802,M502c_2802D,27.05856742,2802D,dark,-0.00300192,-0.387825103,0.387825103,-0.717798332,R,0.418081082,0.387825103
M502c_2904,28.58688328,M502c,M5,2904,29,light,T2,0.003947781,0.51002303,0.51002303,-0.494258568,NP,M502c_2904,M502c_2904D,28.41757498,2904D,dark,-0.003069138,-0.396509161,0.396509161,-0.700153345,R,0.51002303,0.396509161
M502c_3005,29.23617672,M502c,M5,3005,30,light,T2,0.000219686,0.028381789,0.028381789,-2.052746726,NP,M502c_3005,M502c_3005D,29.24082007,3005D,dark,-0.003521063,-0.454894449,0.454894449,-0.588977365,R,0.028381789,0.454894449
M502c_3101,30.36687404,M502c,M5,3101,31,light,T2,0.00454455,0.587121123,0.587121123,-0.375244695,NP,M502c_3101,M502c_3101D,30.38725367,3101D,dark,-0.003586616,-0.463363363,0.463363363,-0.573830454,R,0.587121123,0.463363363
M502c_3203,31.26550871,M502c,M5,3203,32,light,T2,0.004014873,0.5186908,0.5186908,-0.480149647,NP,M502c_3203,M502c_3203D,31.29787273,3203D,dark,-0.003728021,-0.481631838,0.481631838,-0.541917613,R,0.5186908,0.481631838
M502c_3304,32.4080494,M502c,M5,3304,33,light,T2,0.001809917,0.233827418,0.233827418,-1.097131132,NP,M502c_3304,M502c_3304D,32.39493584,3304D,dark,-0.002661195,-0.343805965,0.343805965,-0.812367828,R,0.233827418,0.343805965
M502c_3406,33.15373923,M502c,M5,3406,34,light,T2,-0.000671935,-0.086808818,0.086808818,-1.677669548,NP,M502c_3406,M502c_3406D,33.21183508,3406D,dark,-0.002265416,-0.292674382,0.292674382,-0.934774554,R,0.086808818,0.292674382
M502d_2702,26.21446392,M502d,M5,2702,27,light,T2,0.004055738,0.438371543,0.438371543,-0.619206356,NP,M502d_2702,M502d_2702D,26.25258582,2702D,dark,-0.003887704,-0.420209363,0.420209363,-0.653523928,R,0.438371543,0.420209363
M502d_2804,27.17158092,M502d,M5,2804,28,light,T2,0.004342491,0.469365737,0.469365737,-0.563232279,NP,M502d_2804,M502d_2804D,27.12646585,2804D,dark,-0.003980161,-0.430202712,0.430202712,-0.63449587,R,0.469365737,0.430202712
M502d_2905,28.41419884,M502d,M5,2905,29,light,T2,0.004808586,0.519744473,0.519744473,-0.478448026,NP,M502d_2905,M502d_2905D,28.31752618,2905D,dark,-0.003575705,-0.386486384,0.386486384,-0.720546366,R,0.519744473,0.386486384
M502d_3001,29.04320002,M502d,M5,3001,30,light,T2,0.004777656,0.516401294,0.516401294,-0.483857077,NP,M502d_3001,M502d_3001D,29.0680301,3001D,dark,-0.005094451,-0.550642728,0.550642728,-0.429794593,R,0.516401294,0.550642728
M502d_3103,30.22069823,M502d,M5,3103,31,light,T2,0.005748553,0.621342476,0.621342476,-0.326641252,NP,M502d_3103,M502d_3103D,30.21032559,3103D,dark,-0.005458025,-0.589940238,0.589940238,-0.371150297,R,0.621342476,0.589940238
M502d_3204,31.18202811,M502d,M5,3204,32,light,T2,0.004838651,0.522994125,0.522994125,-0.47321819,NP,M502d_3204,M502d_3204D,31.2779381,3204D,dark,-0.004662721,-0.50397836,0.50397836,-0.50421691,R,0.522994125,0.50397836
