fragment.ID.full,Temp.C.x,fragment.ID,genotype,run.x,temp.Cat,light_dark.x,treatment,umol.sec.corr.x,umol.cm2.hr.x,umol.cm2.hr.c.x,ln.rate.x,rate.type.x,frag.ID,fragment.ID.full.y,Temp.C.y,run.y,light_dark.y,umol.sec.corr.y,umol.cm2.hr.y,umol.cm2.hr.c.y,ln.rate.y,rate.type.y,Pnet_umol.cm2.hr,Rdark_umol.cm2.hr
M502d_3306,32.57268405,M502d,M5,3306,33,light,T2,0.000278183,0.030067891,0.030067891,-2.039698726,NP,M502d_3306,M502d_3306D,32.46687064,3306D,dark,-0.003796247,-0.410324017,0.410324017,-0.672709427,R,0.030067891,0.410324017
M502d_3401,33.07559217,M502d,M5,3401,34,light,T2,-2.60E-05,-0.002809706,0.002809706,-2.274875513,NP,M502d_3401,M502d_3401D,33.09052584,3401D,dark,-0.003005439,-0.324848136,0.324848136,-0.856023502,R,0.002809706,0.324848136
M503a_2701,26.34082557,M503a,M5,2701,27,light,T3,0.003138655,0.433606941,0.433606941,-0.628095777,NP,M503a_2701,M503a_2701D,26.35515175,2701D,dark,-0.002956778,-0.408480537,0.408480537,-0.67632834,R,0.433606941,0.408480537
M503a_2803,27.14071458,M503a,M5,2803,28,light,T3,0.003156195,0.436030083,0.436030083,-0.623564994,NP,M503a_2803,M503a_2803D,27.14132484,2803D,dark,-0.003445532,-0.476002193,0.476002193,-0.55164381,R,0.436030083,0.476002193
M503a_2904,28.6271168,M503a,M5,2904,29,light,T3,0.00376983,0.520804049,0.520804049,-0.476739788,NP,M503a_2904,M503a_2904D,28.43908289,2904D,dark,-0.00327108,-0.451901488,0.451901488,-0.594385713,R,0.520804049,0.451901488
M503a_3006,29.37344768,M503a,M5,3006,30,light,T3,-0.000154277,-0.021313481,0.021313481,-2.109377329,NP,M503a_3006,M503a_3006D,29.28150816,3006D,dark,-0.002403244,-0.332009417,0.332009417,-0.839307892,R,0.021313481,0.332009417
M503a_3102,30.26616997,M503a,M5,3102,31,light,T3,0.004093731,0.565551199,0.565551199,-0.407139711,NP,M503a_3102,M503a_3102D,30.37502061,3102D,dark,-0.004402937,-0.608268199,0.608268199,-0.344932444,R,0.565551199,0.608268199
M503a_3203,31.39769327,M503a,M5,3203,32,light,T3,0.003999259,0.552499856,0.552499856,-0.426944361,NP,M503a_3203,M503a_3203D,31.38423432,3203D,dark,-0.003639358,-0.502779242,0.502779242,-0.506204249,R,0.552499856,0.502779242
M503a_3305,32.35723031,M503a,M5,3305,33,light,T3,0.002088388,0.288511901,0.288511901,-0.945431475,NP,M503a_3305,M503a_3305D,32.41738415,3305D,dark,-0.002850536,-0.39380318,0.39380318,-0.705618263,R,0.288511901,0.39380318
M503a_3406,33.10527515,M503a,M5,3406,34,light,T3,-0.000737741,-0.101919289,0.101919289,-1.599887221,NP,M503a_3406,M503a_3406D,33.18295138,3406D,dark,-0.002151549,-0.297237673,0.297237673,-0.923220505,R,0.101919289,0.297237673
M503b_2703,26.33363676,M503b,M5,2703,27,light,T3,0.003035937,0.37368746,0.37368746,-0.747207543,NP,M503b_2703,M503b_2703D,26.30472214,2703D,dark,-0.003578465,-0.440466264,0.440466264,-0.61532306,R,0.37368746,0.440466264
M503b_2804,27.1393223,M503b,M5,2804,28,light,T3,0.003327227,0.409541797,0.409541797,-0.674243395,NP,M503b_2804,M503b_2804D,27.10399885,2804D,dark,-0.003904848,-0.480640078,0.480640078,-0.543624201,R,0.409541797,0.480640078
M503b_2906,28.21418748,M503b,M5,2906,29,light,T3,0.001919786,0.236302659,0.236302659,-1.089743753,NP,M503b_2906,M503b_2906D,28.22087384,2906D,dark,-0.003838306,-0.472449506,0.472449506,-0.557830746,R,0.236302659,0.472449506
M503b_3001,29.10915241,M503b,M5,3001,30,light,T3,0.004498667,0.553732052,0.553732052,-0.425057717,NP,M503b_3001,M503b_3001D,29.0744828,3001D,dark,-0.003641605,-0.448237986,0.448237986,-0.601045805,R,0.553732052,0.448237986
M503b_3103,30.51218084,M503b,M5,3103,31,light,T3,0.0040972,0.504316253,0.504316253,-0.503657621,NP,M503b_3103,M503b_3103D,30.34206912,3103D,dark,-0.004872158,-0.599704345,0.599704345,-0.357097397,R,0.504316253,0.599704345
M503b_3205,31.42705577,M503b,M5,3205,32,light,T3,0.002986788,0.367637824,0.367637824,-0.760061163,NP,M503b_3205,M503b_3205D,31.41202528,3205D,dark,-0.002959975,-0.364337437,0.364337437,-0.767143756,R,0.367637824,0.364337437
M503b_3306,32.53770401,M503b,M5,3306,33,light,T3,0.000519303,0.063920007,0.063920007,-1.80837673,NP,M503b_3306,M503b_3306D,32.4242573,3306D,dark,-0.003305187,-0.406828918,0.406828918,-0.679581772,R,0.063920007,0.406828918
M503b_3402,32.9521349,M503b,M5,3402,34,light,T3,-0.000343604,-0.042293565,0.042293565,-1.949862996,NP,M503b_3402,M503b_3402D,33.06607978,3402D,dark,-0.003000277,-0.36929813,0.36929813,-0.756517041,R,0.042293565,0.36929813
M503c_2705,26.44347531,M503c,M5,2705,27,light,T3,0.001876265,0.366383002,0.366383002,-0.76274809,NP,M503c_2705,M503c_2705D,26.36466971,2705D,dark,-0.001743313,-0.340421143,0.340421143,-0.820023867,R,0.366383002,0.340421143
M503c_2806,27.25127118,M503c,M5,2806,28,light,T3,0.001807143,0.352885463,0.352885463,-0.792116026,NP,M503c_2806,M503c_2806D,27.18525029,2806D,dark,-0.002079141,-0.405999247,0.405999247,-0.681220098,R,0.352885463,0.405999247
M503c_2902,28.46582548,M503c,M5,2902,29,light,T3,0.003033422,0.592344049,0.592344049,-0.367672267,NP,M503c_2902,M503c_2902D,28.45328981,2902D,dark,-0.002272304,-0.443718577,0.443718577,-0.609323488,R,0.592344049,0.443718577
M503c_3003,29.33620568,M503c,M5,3003,30,light,T3,0.001696775,0.331333572,0.331333572,-0.84087354,NP,M503c_3003,M503c_3003D,29.37203324,3003D,dark,-0.002428557,-0.474230632,0.474230632,-0.554724165,R,0.331333572,0.474230632
M503c_3105,29.87725553,M503c,M5,3105,31,light,T3,0.001894349,0.369914339,0.369914339,-0.755204858,NP,M503c_3105,M503c_3105D,30.01973778,3105D,dark,-0.002781404,-0.543131799,0.543131799,-0.441405601,R,0.369914339,0.543131799
M503c_3201,31.28943567,M503c,M5,3201,32,light,T3,0.003320736,0.648448583,0.648448583,-0.289752772,NP,M503c_3201,M503c_3201D,31.29890924,3201D,dark,-0.002048057,-0.399929399,0.399929399,-0.693288392,R,0.648448583,0.399929399
M503c_3302,32.48691024,M503c,M5,3302,33,light,T3,0.002218861,0.433282699,0.433282699,-0.628703602,NP,M503c_3302,M503c_3302D,32.43714186,3302D,dark,-0.001791735,-0.349876695,0.349876695,-0.798781744,R,0.433282699,0.349876695
M503c_3404,33.14485683,M503c,M5,3404,34,light,T3,3.25E-05,0.00633777,0.00633777,-2.241134739,NP,M503c_3404,M503c_3404D,33.13203759,3404D,dark,-0.001620486,-0.316436488,0.316436488,-0.876021319,R,0.00633777,0.316436488
M503d_2705,26.4955094,M503d,M5,2705,27,light,T3,0.004578665,0.442347248,0.442347248,-0.611848803,NP,M503d_2705,M503d_2705D,26.41706955,2705D,dark,-0.004277911,-0.41329122,0.41329122,-0.666911914,R,0.442347248,0.41329122
M503d_2801,27.18859633,M503d,M5,2801,28,light,T3,0.00449426,0.434192761,0.434192761,-0.626998529,NP,M503d_2801,M503d_2801D,27.14273664,2801D,dark,-0.005514083,-0.532718465,0.532718465,-0.457729718,R,0.434192761,0.532718465
M503d_2902,28.54037168,M503d,M5,2902,29,light,T3,0.007166869,0.692394962,0.692394962,-0.232695323,NP,M503d_2902,M503d_2902D,28.49963229,2902D,dark,-0.005019949,-0.484979861,0.484979861,-0.536177858,R,0.692394962,0.484979861
M503d_3004,29.42594643,M503d,M5,3004,30,light,T3,0.001415394,0.136741981,0.136741981,-1.440784418,NP,M503d_3004,M503d_3004D,29.33589253,3004D,dark,-0.005377671,-0.519539624,0.519539624,-0.478778618,R,0.136741981,0.519539624
M503d_3106,30.06976585,M503d,M5,3106,31,light,T3,0.002080969,0.201043457,0.201043457,-1.20050065,NP,M503d_3106,M503d_3106D,30.06851633,3106D,dark,-0.005588862,-0.539942879,0.539942879,-0.446376358,R,0.201043457,0.539942879
M503d_3201,31.40303943,M503d,M5,3201,32,light,T3,0.007017638,0.677977658,0.677977658,-0.251057473,NP,M503d_3201,M503d_3201D,31.41189516,3201D,dark,-0.005149106,-0.497457841,0.497457841,-0.515071557,R,0.677977658,0.497457841
M503d_3303,32.53488081,M503d,M5,3303,33,light,T3,0.00500527,0.483561738,0.483561738,-0.538605027,NP,M503d_3303,M503d_3303D,32.48979293,3303D,dark,-0.00474275,-0.458199533,0.458199533,-0.583038795,R,0.483561738,0.458199533
M503d_3404,33.25881571,M503d,M5,3404,34,light,T3,-0.000391333,-0.037806895,0.037806895,-1.981901886,NP,M503d_3404,M503d_3404D,33.26236105,3404D,dark,-0.003598925,-0.347694033,0.347694033,-0.803645241,R,0.037806895,0.347694033
M50Ca_2705,26.51785573,M50Ca,M5,2705,27,light,C,0.005212936,0.507261315,0.507261315,-0.498796078,NP,M50Ca_2705,M50Ca_2705D,26.41775255,2705D,dark,-0.005126835,-0.498883033,0.498883033,-0.51268897,R,0.507261315,0.498883033
M50Ca_2806,27.24603197,M50Ca,M5,2806,28,light,C,0.003863358,0.375936373,0.375936373,-0.742471104,NP,M50Ca_2806,M50Ca_2806D,27.16314346,2806D,dark,-0.005924532,-0.576505411,0.576505411,-0.390814833,R,0.375936373,0.576505411
M50Ca_2902,28.45820459,M50Ca,M5,2902,29,light,C,0.008155622,0.7936087,0.7936087,-0.112487295,NP,M50Ca_2902,M50Ca_2902D,28.43252291,2902D,dark,-0.005514663,-0.536621857,0.536621857,-0.451579431,R,0.7936087,0.536621857
M50Ca_3003,29.23151756,M50Ca,M5,3003,30,light,C,0.004769402,0.464101841,0.464101841,-0.572520475,NP,M50Ca_3003,M50Ca_3003D,29.27184721,3003D,dark,-0.007211628,-0.701750358,0.701750358,-0.220957993,R,0.464101841,0.701750358
M50Ca_3105,30.0699239,M50Ca,M5,3105,31,light,C,0.00554411,0.539487264,0.539487264,-0.447088573,NP,M50Ca_3105,M50Ca_3105D,30.17584158,3105D,dark,-0.006545258,-0.636907195,0.636907195,-0.305293317,R,0.539487264,0.636907195
M50Ca_3201,31.34643096,M50Ca,M5,3201,32,light,C,0.007209701,0.701562883,0.701562883,-0.221191853,NP,M50Ca_3201,M50Ca_3201D,31.35230772,3201D,dark,-0.005271222,-0.512933019,0.512933019,-0.489499617,R,0.701562883,0.512933019
M50Ca_3302,32.43015666,M50Ca,M5,3302,33,light,C,0.005160778,0.50218594,0.50218594,-0.507189012,NP,M50Ca_3302,M50Ca_3302D,32.37973285,3302D,dark,-0.004551161,-0.442865176,0.442865176,-0.610894284,R,0.50218594,0.442865176
M50Ca_3404,33.18135662,M50Ca,M5,3404,34,light,C,-0.001001517,-0.097455834,0.097455834,-1.622240347,NP,M50Ca_3404,M50Ca_3404D,33.17706605,3404D,dark,-0.003631345,-0.35335956,0.35335956,-0.791069738,R,0.097455834,0.35335956
M50Cb_2702,26.41612588,M50Cb,M5,2702,27,light,C,0.004118891,0.431796645,0.431796645,-0.631494109,NP,M50Cb_2702,M50Cb_2702D,26.3848314,2702D,dark,-0.004565392,-0.478604833,0.478604833,-0.547135534,R,0.431796645,0.478604833
M50Cb_2804,27.24797158,M50Cb,M5,2804,28,light,C,0.005020005,0.526263364,0.526263364,-0.467984287,NP,M50Cb_2804,M50Cb_2804D,27.21311996,2804D,dark,-0.004859611,-0.50944874,0.50944874,-0.495200435,R,0.526263364,0.50944874
M50Cb_2905,28.38731382,M50Cb,M5,2905,29,light,C,0.005736017,0.601325205,0.601325205,-0.354783583,NP,M50Cb_2905,M50Cb_2905D,28.31539819,2905D,dark,-0.005364999,-0.562430231,0.562430231,-0.411840038,R,0.601325205,0.562430231
M50Cb_3001,29.01960246,M50Cb,M5,3001,30,light,C,0.005811236,0.609210658,0.609210658,-0.343602677,NP,M50Cb_3001,M50Cb_3001D,29.03447068,3001D,dark,-0.006017297,-0.630812774,0.630812774,-0.313597976,R,0.609210658,0.630812774
M50Cb_3103,30.68093916,M50Cb,M5,3103,31,light,C,0.006458062,0.67701952,0.67701952,-0.252289807,NP,M50Cb_3103,M50Cb_3103D,30.47683948,3103D,dark,-0.005995054,-0.628480932,0.628480932,-0.316793828,R,0.67701952,0.628480932
M50Cb_3204,31.19506624,M50Cb,M5,3204,32,light,C,0.005839752,0.612200139,0.612200139,-0.339396313,NP,M50Cb_3204,M50Cb_3204D,31.28249175,3204D,dark,-0.005439181,-0.570206915,0.570206915,-0.400168786,R,0.612200139,0.570206915
M50Cb_3306,32.28596855,M50Cb,M5,3306,33,light,C,-0.000133131,-0.013956518,0.013956518,-2.171938321,NP,M50Cb_3306,M50Cb_3306D,32.29076151,3306D,dark,-0.004396911,-0.460942467,0.460942467,-0.578136933,R,0.013956518,0.460942467
M50Cb_3401,33.16716834,M50Cb,M5,3401,34,light,C,0.000105941,0.011106169,0.011106169,-2.19726906,NP,M50Cb_3401,M50Cb_3401D,33.18267691,3401D,dark,-0.003752849,-0.39342328,0.39342328,-0.706387892,R,0.011106169,0.39342328
M50Cc_2701,26.41487449,M50Cc,M5,2701,27,light,C,0.003364387,0.427326728,0.427326728,-0.639934946,NP,M50Cc_2701,M50Cc_2701D,26.40097927,2701D,dark,-0.002880234,-0.365832164,0.365832164,-0.763929872,R,0.427326728,0.365832164
M50Cc_2802,27.13856787,M50Cc,M5,2802,28,light,C,0.004322023,0.548960592,0.548960592,-0.432383285,NP,M50Cc_2802,M50Cc_2802D,27.15223998,2802D,dark,-0.003828353,-0.486257209,0.486257209,-0.533996662,R,0.548960592,0.486257209
M50Cc_2904,28.73473366,M50Cc,M5,2904,29,light,C,0.004598518,0.584079465,0.584079465,-0.379681192,NP,M50Cc_2904,M50Cc_2904D,28.49171894,2904D,dark,-0.004233347,-0.537697461,0.537697461,-0.449891307,R,0.584079465,0.537697461
M50Cc_3005,29.31360184,M50Cc,M5,3005,30,light,C,0.00057514,0.073051235,0.073051235,-1.75416757,NP,M50Cc_3005,M50Cc_3005D,29.32268633,3005D,dark,-0.004031116,-0.512011128,0.512011128,-0.491004814,R,0.073051235,0.512011128
M50Cc_3101,30.36474967,M50Cc,M5,3101,31,light,C,0.006097717,0.774499912,0.774499912,-0.134103085,NP,M50Cc_3101,M50Cc_3101D,30.3789721,3101D,dark,-0.004618099,-0.586566646,0.586566646,-0.376051977,R,0.774499912,0.586566646
M50Cc_3203,31.24165259,M50Cc,M5,3203,32,light,C,0.004980121,0.632548777,0.632548777,-0.311225351,NP,M50Cc_3203,M50Cc_3203D,31.28009201,3203D,dark,-0.004219089,-0.535886432,0.535886432,-0.452735297,R,0.632548777,0.535886432
M50Cc_3304,32.46674477,M50Cc,M5,3304,33,light,C,0.002551079,0.324024573,0.324024573,-0.857963869,NP,M50Cc_3304,M50Cc_3304D,32.43402673,3304D,dark,-0.003564974,-0.452804156,0.452804156,-0.592751488,R,0.324024573,0.452804156
M50Cc_3406,33.10197827,M50Cc,M5,3406,34,light,C,-0.001064735,-0.135236967,0.135236967,-1.447161901,NP,M50Cc_3406,M50Cc_3406D,33.16488881,3406D,dark,-0.002597651,-0.329939938,0.329939938,-0.844109759,R,0.135236967,0.329939938
M50Cd_2701,26.50462592,M50Cd,M5,2701,27,light,C,0.004805201,1.863015459,1.863015459,0.674481791,NP,M50Cd_2701,M50Cd_2701D,26.48682521,2701D,dark,-0.005990891,-2.322717009,2.322717009,0.884889641,R,1.863015459,2.322717009
M50Cd_2803,27.06772631,M50Cd,M5,2803,28,light,C,0.006018329,2.333354827,2.333354827,0.889270893,NP,M50Cd_2803,M50Cd_2803D,27.14321683,2803D,dark,-0.005349395,-2.074003675,2.074003675,0.776570479,R,2.333354827,2.074003675
M50Cd_2904,28.64926439,M50Cd,M5,2904,29,light,C,0.00710681,2.755367819,2.755367819,1.049200668,NP,M50Cd_2904,M50Cd_2904D,28.48030385,2904D,dark,-0.005782244,-2.241822679,2.241822679,0.850929549,R,2.755367819,2.241822679
M50Cd_3006,29.452809,M50Cd,M5,3006,30,light,C,-0.000420847,-0.163165618,0.163165618,-1.33497172,NP,M50Cd_3006,M50Cd_3006D,29.35940289,3006D,dark,-0.00580451,-2.250455515,2.250455515,0.854609146,R,0.163165618,2.250455515
M50Cd_3102,30.38137227,M50Cd,M5,3102,31,light,C,0.00688868,2.67079689,2.67079689,1.019134965,NP,M50Cd_3102,M50Cd_3102D,30.4694695,3102D,dark,-0.005542115,-2.148722981,2.148722981,0.810362491,R,2.67079689,2.148722981
M50Cd_3203,31.32223235,M50Cd,M5,3203,32,light,C,0.006971202,2.702791383,2.702791383,1.030615843,NP,M50Cd_3203,M50Cd_3203D,31.35125839,3203D,dark,-0.005820144,-2.256516958,2.256516958,0.857184664,R,2.702791383,2.256516958
M50Cd_3305,32.45307145,M50Cd,M5,3305,33,light,C,0.003134949,1.215445033,1.215445033,0.274175037,NP,M50Cd_3305,M50Cd_3305D,32.4599165,3305D,dark,-0.004804717,-1.862827845,1.862827845,0.674386212,R,1.215445033,1.862827845
M50Cd_3407,33.13682895,M50Cd,M5,3407,34,light,C,-0.000713317,-0.276558838,0.276558838,-0.976680967,NP,M50Cd_3407,M50Cd_3407D,33.19704543,3407D,dark,-0.003505596,-1.359147794,1.359147794,0.377852563,R,0.276558838,1.359147794
M601a_2705,26.40911114,M601a,M6,2705,27,light,T1,0.002406798,0.460270626,0.460270626,-0.579335351,NP,M601a_2705,M601a_2705D,26.34726055,2705D,dark,-0.001900355,-0.363419668,0.363419668,-0.769122226,R,0.460270626,0.363419668
M601a_2806,27.29089219,M601a,M6,2806,28,light,T1,0.002079965,0.397767749,0.397767749,-0.697621679,NP,M601a_2806,M601a_2806D,27.19516112,2806D,dark,-0.002207947,-0.422242705,0.422242705,-0.649622847,R,0.397767749,0.422242705
M601a_2902,28.56582023,M601a,M6,2902,29,light,T1,0.003564596,0.681685245,0.681685245,-0.24630312,NP,M601a_2902,M601a_2902D,28.5463214,2902D,dark,-0.002126622,-0.406690377,0.406690377,-0.679855159,R,0.681685245,0.406690377
M601a_3003,29.32468353,M601a,M6,3003,30,light,T1,0.002490519,0.476281139,0.476281139,-0.551159649,NP,M601a_3003,M601a_3003D,29.35515958,3003D,dark,-0.002665855,-0.509812075,0.509812075,-0.494604443,R,0.476281139,0.509812075
M601a_3105,30.09948507,M601a,M6,3105,31,light,T1,0.003390115,0.648317849,0.648317849,-0.28992746,NP,M601a_3105,M601a_3105D,30.15073981,3105D,dark,-0.002549745,-0.487607523,0.487607523,-0.531696032,R,0.648317849,0.487607523
M601a_3201,31.39057931,M601a,M6,3201,32,light,T1,0.004880761,0.933385621,0.933385621,0.032840423,NP,M601a_3201,M601a_3201D,31.3687362,3201D,dark,-0.002495019,-0.477141755,0.477141755,-0.549667367,R,0.933385621,0.477141755
M601a_3302,32.39024922,M601a,M6,3302,33,light,T1,0.002869322,0.548722648,0.548722648,-0.432750006,NP,M601a_3302,M601a_3302D,32.36317841,3302D,dark,-0.002422213,-0.463218457,0.463218457,-0.574087702,R,0.548722648,0.463218457
M601a_3404,33.23344727,M601a,M6,3404,34,light,T1,0.00078921,0.150926778,0.150926778,-1.382594104,NP,M601a_3404,M601a_3404D,33.22660686,3404D,dark,-0.001658851,-0.317234974,0.317234974,-0.874105729,R,0.150926778,0.317234974
M601b_2701,26.44632332,M601b,M6,2701,27,light,T1,0.003022462,0.663930939,0.663930939,-0.269277888,NP,M601b_2701,M601b_2701D,26.40836901,2701D,dark,-0.002084502,-0.457893394,0.457893394,-0.583587385,R,0.663930939,0.457893394
M601b_2802,27.23649537,M601b,M6,2802,28,light,T1,0.003419617,0.751172284,0.751172284,-0.161140722,NP,M601b_2802,M601b_2802D,27.21773088,2802D,dark,-0.002528852,-0.555501667,0.555501667,-0.422354432,R,0.751172284,0.555501667
M601b_2904,28.66475495,M601b,M6,2904,29,light,T1,0.0038416,0.84386732,0.84386732,-0.057769673,NP,M601b_2904,M601b_2904D,28.43982301,2904D,dark,-0.002750059,-0.604093314,0.604093314,-0.350844384,R,0.84386732,0.604093314
M601b_3005,29.30248639,M601b,M6,3005,30,light,T1,0.000872484,0.191654648,0.191654648,-1.232184888,NP,M601b_3005,M601b_3005D,29.31943646,3005D,dark,-0.002296866,-0.504542527,0.504542527,-0.503283261,R,0.191654648,0.504542527
M601b_3101,30.27211728,M601b,M6,3101,31,light,T1,0.004397012,0.965872211,0.965872211,0.063793442,NP,M601b_3101,M601b_3101D,30.30668222,3101D,dark,-0.002746233,-0.603252884,0.603252884,-0.352038731,R,0.965872211,0.603252884
M601b_3203,31.3384851,M601b,M6,3203,32,light,T1,0.003930673,0.863433541,0.863433541,-0.03725177,NP,M601b_3203,M601b_3203D,31.38665978,3203D,dark,-0.002421964,-0.532022166,0.532022166,-0.458830812,R,0.863433541,0.532022166
M601b_3304,32.33406579,M601b,M6,3304,33,light,T1,0.002018035,0.443292774,0.443292774,-0.610106926,NP,M601b_3304,M601b_3304D,32.344849,3304D,dark,-0.00225241,-0.494776884,0.494776884,-0.519568928,R,0.443292774,0.494776884
M601b_3406,32.94159232,M601b,M6,3406,34,light,T1,-0.000527335,-0.115837454,0.115837454,-1.533229685,NP,M601b_3406,M601b_3406D,33.04666869,3406D,dark,-0.00206093,-0.452715344,0.452715344,-0.592912159,R,0.115837454,0.452715344
M601c_2704,26.37012921,M601c,M6,2704,27,light,T1,0.002547985,0.544063104,0.544063104,-0.43995857,NP,M601c_2704,M601c_2704D,26.31588661,2704D,dark,-0.001766232,-0.377137894,0.377137894,-0.739949744,R,0.544063104,0.377137894
M601c_2806,27.32618607,M601c,M6,2806,28,light,T1,0.002062684,0.440438456,0.440438456,-0.615374513,NP,M601c_2806,M601c_2806D,27.24473616,2806D,dark,-0.002143513,-0.457697501,0.457697501,-0.583938576,R,0.440438456,0.457697501
M601c_2901,28.23460825,M601c,M6,2901,29,light,T1,0.004497029,0.96023634,0.96023634,0.058491845,NP,M601c_2901,M601c_2901D,28.1478494,2901D,dark,-0.002312505,-0.493781856,0.493781856,-0.521243273,R,0.96023634,0.493781856
M601c_3003,29.35773685,M601c,M6,3003,30,light,T1,0.002427552,0.518347571,0.518347571,-0.480704567,NP,M601c_3003,M601c_3003D,29.36418131,3003D,dark,-0.002619115,-0.559251354,0.559251354,-0.4166504,R,0.518347571,0.559251354
M601c_3105,29.9536235,M601c,M6,3105,31,light,T1,0.003185212,0.680128127,0.680128127,-0.248297107,NP,M601c_3105,M601c_3105D,30.06109257,3105D,dark,-0.002639084,-0.56351531,0.56351531,-0.410203352,R,0.680128127,0.56351531
M601c_3206,31.15365516,M601c,M6,3206,32,light,T1,0.000611677,0.130609466,0.130609466,-1.467029624,NP,M601c_3206,M601c_3206D,31.24171374,3206D,dark,-0.002630236,-0.561626015,0.561626015,-0.413054815,R,0.130609466,0.561626015
M601c_3302,32.61186898,M601c,M6,3302,33,light,T1,0.001964361,0.419443791,0.419443791,-0.654996673,NP,M601c_3302,M601c_3302D,32.50237946,3302D,dark,-0.001913363,-0.408554424,0.408554424,-0.67618304,R,0.419443791,0.408554424
M601c_3403,33.12428359,M601c,M6,3403,34,light,T1,0.000406286,0.086752982,0.086752982,-1.677968486,NP,M601c_3403,M601c_3403D,33.13450155,3403D,dark,-0.001044611,-0.22305238,0.22305238,-1.1299408,R,0.086752982,0.22305238
M601d_2705,26.40437636,M601d,M6,2705,27,light,T1,0.002579773,0.488190034,0.488190034,-0.530705196,NP,M601d_2705,M601d_2705D,26.32289628,2705D,dark,-0.001877538,-0.355300849,0.355300849,-0.786796871,R,0.488190034,0.355300849
M601d_2801,27.18762583,M601d,M6,2801,28,light,T1,0.002774403,0.525021387,0.525021387,-0.46996941,NP,M601d_2801,M601d_2801D,27.15955727,2801D,dark,-0.002132737,-0.40359398,0.40359398,-0.68598493,R,0.525021387,0.40359398
M601d_2902,28.41615608,M601d,M6,2902,29,light,T1,0.00399419,0.755850897,0.755850897,-0.155659104,NP,M601d_2902,M601d_2902D,28.40826379,2902D,dark,-0.00214248,-0.405437754,0.405437754,-0.682330385,R,0.755850897,0.405437754
M601d_3004,29.37701222,M601d,M6,3004,30,light,T1,0.001229428,0.232654073,0.232654073,-1.10065215,NP,M601d_3004,M601d_3004D,29.32475972,3004D,dark,-0.002468559,-0.467144247,0.467144247,-0.567141603,R,0.232654073,0.467144247
M601d_3106,29.98782707,M601d,M6,3106,31,light,T1,0.002279988,0.431459376,0.431459376,-0.632128517,NP,M601d_3106,M601d_3106D,30.00548395,3106D,dark,-0.002461583,-0.465824088,0.465824088,-0.569472047,R,0.431459376,0.465824088
M601d_3201,31.33169213,M601d,M6,3201,32,light,T1,0.003896511,0.737366309,0.737366309,-0.177493659,NP,M601d_3201,M601d_3201D,31.34827889,3201D,dark,-0.002363369,-0.447238309,0.447238309,-0.602870906,R,0.737366309,0.447238309
M601d_3303,32.49237472,M601d,M6,3303,33,light,T1,0.002470445,0.467501159,0.467501159,-0.566512488,NP,M601d_3303,M601d_3303D,32.44109911,3303D,dark,-0.00166371,-0.314836574,0.314836574,-0.879870633,R,0.467501159,0.314836574
