fragment.ID.full,Temp.C.x,fragment.ID,genotype,run.x,temp.Cat,light_dark.x,treatment,umol.sec.corr.x,umol.cm2.hr.x,umol.cm2.hr.c.x,ln.rate.x,rate.type.x,frag.ID,fragment.ID.full.y,Temp.C.y,run.y,light_dark.y,umol.sec.corr.y,umol.cm2.hr.y,umol.cm2.hr.c.y,ln.rate.y,rate.type.y,Pnet_umol.cm2.hr,Rdark_umol.cm2.hr
M601d_3404,33.14150519,M601d,M6,3404,34,light,T1,0.000116417,0.022030405,0.022030405,-2.103485041,NP,M601d_3404,M601d_3404D,33.15047389,3404D,dark,-0.001327637,-0.251238788,0.251238788,-1.04628898,R,0.022030405,0.251238788
M602a_2701,26.43866805,M602a,M6,2701,27,light,T2,0.00266222,0.4099111,0.4099111,-0.673518881,NP,M602a_2701,M602a_2701D,26.40274527,2701D,dark,-0.002997873,-0.461592658,0.461592658,-0.5769785,R,0.4099111,0.461592658
M602a_2803,27.07756725,M602a,M6,2803,28,light,T2,0.003406303,0.524480107,0.524480107,-0.470835804,NP,M602a_2803,M602a_2803D,27.1031223,2803D,dark,-0.002970438,-0.457368372,0.457368372,-0.584528908,R,0.524480107,0.457368372
M602a_2904,28.68143306,M602a,M6,2904,29,light,T2,0.003452858,0.531648215,0.531648215,-0.459422662,NP,M602a_2904,M602a_2904D,28.47952617,2904D,dark,-0.002869232,-0.441785343,0.441785343,-0.612885401,R,0.531648215,0.441785343
M602a_3006,29.57192266,M602a,M6,3006,30,light,T2,0.000283938,0.043718913,0.043718913,-1.939895877,NP,M602a_3006,M602a_3006D,29.44874705,3006D,dark,-0.002628645,-0.404741334,0.404741334,-0.68370919,R,0.043718913,0.404741334
M602a_3102,30.24488705,M602a,M6,3102,31,light,T2,0.004294559,0.661247815,0.661247815,-0.272796331,NP,M602a_3102,M602a_3102D,30.38623526,3102D,dark,-0.002922347,-0.449963694,0.449963694,-0.597903014,R,0.661247815,0.449963694
M602a_3203,31.30394894,M602a,M6,3203,32,light,T2,0.003572865,0.550126205,0.550126205,-0.430588773,NP,M602a_3203,M602a_3203D,31.33747019,3203D,dark,-0.002449882,-0.377216673,0.377216673,-0.73978465,R,0.550126205,0.377216673
M602a_3305,32.2924029,M602a,M6,3305,33,light,T2,0.001424959,0.21940574,0.21940574,-1.141293072,NP,M602a_3305,M602a_3305D,32.34421916,3305D,dark,-0.002273072,-0.349992586,0.349992586,-0.798524171,R,0.21940574,0.349992586
M602a_3406,33.19552568,M602a,M6,3406,34,light,T2,-0.000726086,-0.111797858,0.111797858,-1.552122961,NP,M602a_3406,M602a_3406D,33.20591175,3406D,dark,-0.002060071,-0.317196165,0.317196165,-0.874198749,R,0.111797858,0.317196165
M602b_2706,26.37300328,M602b,M6,2706,27,light,T2,0.002017309,0.320793372,0.320793372,-0.86561337,NP,M602b_2706,M602b_2706D,26.33520966,2706D,dark,-0.002260966,-0.359539869,0.359539869,-0.777529576,R,0.320793372,0.359539869
M602b_2802,27.16379897,M602b,M6,2802,28,light,T2,0.002792976,0.444140244,0.444140244,-0.608548263,NP,M602b_2802,M602b_2802D,27.16133656,2802D,dark,-0.002411871,-0.383536764,0.383536764,-0.726627929,R,0.444140244,0.383536764
M602b_2903,28.40655733,M602b,M6,2903,29,light,T2,0.003580752,0.569412779,0.569412779,-0.401354401,NP,M602b_2903,M602b_2903D,28.31771384,2903D,dark,-0.002507199,-0.398695812,0.398695812,-0.695758964,R,0.569412779,0.398695812
M602b_3005,29.19965464,M602b,M6,3005,30,light,T2,0.000979162,0.15570674,0.15570674,-1.363724039,NP,M602b_3005,M602b_3005D,29.22447291,3005D,dark,-0.002140846,-0.340438331,0.340438331,-0.819984842,R,0.15570674,0.340438331
M602b_3101,30.42266533,M602b,M6,3101,31,light,T2,0.00439134,0.698312837,0.698312837,-0.225254732,NP,M602b_3101,M602b_3101D,30.42343492,3101D,dark,-0.002988126,-0.475173084,0.475173084,-0.553084268,R,0.698312837,0.475173084
M602b_3202,31.30294727,M602b,M6,3202,32,light,T2,0.003826214,0.60844622,0.60844622,-0.34468113,NP,M602b_3202,M602b_3202D,31.33908728,3202D,dark,-0.002795049,-0.44446983,0.44446983,-0.607942747,R,0.60844622,0.44446983
M602b_3304,32.34450075,M602b,M6,3304,33,light,T2,0.00168923,0.268622065,0.268622065,-0.997983375,NP,M602b_3304,M602b_3304D,32.34123554,3304D,dark,-0.002283121,-0.363062916,0.363062916,-0.769892345,R,0.268622065,0.363062916
M602b_3405,33.05790688,M602b,M6,3405,34,light,T2,-0.000455061,-0.072364035,0.072364035,-1.758146558,NP,M602b_3405,M602b_3405D,33.08805109,3405D,dark,-0.002026077,-0.322187586,0.322187586,-0.862305548,R,0.072364035,0.322187586
M602c_2705,26.37971919,M602c,M6,2705,27,light,T2,0.003169951,0.524468917,0.524468917,-0.470853723,NP,M602c_2705,M602c_2705D,26.30974367,2705D,dark,-0.002412859,-0.399207876,0.399207876,-0.694732684,R,0.524468917,0.399207876
M602c_2801,27.2263183,M602c,M6,2801,28,light,T2,0.003188828,0.527592025,0.527592025,-0.465864966,NP,M602c_2801,M602c_2801D,27.13396391,2801D,dark,-0.003003141,-0.496870145,0.496870145,-0.516055701,R,0.527592025,0.496870145
M602c_2902,28.49684891,M602c,M6,2902,29,light,T2,0.003428947,0.567319751,0.567319751,-0.40448596,NP,M602c_2902,M602c_2902D,28.48908908,2902D,dark,-0.003243914,-0.536706055,0.536706055,-0.451447182,R,0.567319751,0.536706055
M602c_3004,29.3376388,M602c,M6,3004,30,light,T2,0.000957636,0.158441065,0.158441065,-1.353087598,NP,M602c_3004,M602c_3004D,29.28435333,3004D,dark,-0.003000311,-0.496401958,0.496401958,-0.516840414,R,0.158441065,0.496401958
M602c_3106,30.07178241,M602c,M6,3106,31,light,T2,0.001571161,0.259948792,0.259948792,-1.021793503,NP,M602c_3106,M602c_3106D,30.06942283,3106D,dark,-0.003126677,-0.517309167,0.517309167,-0.4823853,R,0.259948792,0.517309167
M602c_3201,31.17822921,M602c,M6,3201,32,light,T2,0.004047931,0.669730716,0.669730716,-0.261714545,NP,M602c_3201,M602c_3201D,31.24514911,3201D,dark,-0.003032233,-0.501683457,0.501683457,-0.50802379,R,0.669730716,0.501683457
M602c_3303,32.32113075,M602c,M6,3303,33,light,T2,0.001364007,0.225675095,0.225675095,-1.121855037,NP,M602c_3303,M602c_3303D,32.32953936,3303D,dark,-0.002309387,-0.382088416,0.382088416,-0.729627747,R,0.225675095,0.382088416
M602c_3404,33.07969292,M602c,M6,3404,34,light,T2,-0.001252545,-0.207233688,0.207233688,-1.180146621,NP,M602c_3404,M602c_3404D,33.10798975,3404D,dark,-0.002556141,-0.422913952,0.422913952,-0.648338356,R,0.207233688,0.422913952
M602d_2703,26.43874085,M602d,M6,2703,27,light,T2,0.004673605,0.468997047,0.468997047,-0.563880034,NP,M602d_2703,M602d_2703D,26.40627156,2703D,dark,-0.004182137,-0.419678159,0.419678159,-0.654545585,R,0.468997047,0.419678159
M602d_2805,27.35874233,M602d,M6,2805,28,light,T2,0.004488202,0.45039183,0.45039183,-0.597124837,NP,M602d_2805,M602d_2805D,27.29318389,2805D,dark,-0.003731095,-0.374415962,0.374415962,-0.745670786,R,0.45039183,0.374415962
M602d_2906,28.20061084,M602d,M6,2906,29,light,T2,0.003410861,0.342280445,0.342280445,-0.815811108,NP,M602d_2906,M602d_2906D,28.20437926,2906D,dark,-0.004354539,-0.436978665,0.436978665,-0.621796915,R,0.342280445,0.436978665
M602d_3002,29.38550441,M602d,M6,3002,30,light,T2,0.005735887,0.575597198,0.575597198,-0.392158241,NP,M602d_3002,M602d_3002D,29.35224437,3002D,dark,-0.00459212,-0.460820005,0.460820005,-0.578355272,R,0.575597198,0.460820005
M602d_3104,29.9710565,M602d,M6,3104,31,light,T2,0.006793275,0.681706234,0.681706234,-0.246276268,NP,M602d_3104,M602d_3104D,30.01988497,3104D,dark,-0.004668497,-0.468484404,0.468484404,-0.5647814,R,0.681706234,0.468484404
M602d_3205,31.39725609,M602d,M6,3205,32,light,T2,0.003949997,0.396382874,0.396382874,-0.700407726,NP,M602d_3205,M602d_3205D,31.44594436,3205D,dark,-0.004716777,-0.473329399,0.473329399,-0.556294861,R,0.396382874,0.473329399
M602d_3301,32.35668305,M602d,M6,3301,33,light,T2,0.003607558,0.362019086,0.362019086,-0.772149077,NP,M602d_3301,M602d_3301D,32.45614179,3301D,dark,-0.004817899,-0.483477006,0.483477006,-0.538750236,R,0.362019086,0.483477006
M602d_3402,33.0867253,M602d,M6,3402,34,light,T2,-0.001370179,-0.13749772,0.13749772,-1.437597257,NP,M602d_3402,M602d_3402D,33.17301598,3402D,dark,-0.003507948,-0.352023131,0.352023131,-0.794021926,R,0.13749772,0.352023131
M603a_2704,26.50516698,M603a,M6,2704,27,light,T3,0.003143977,0.529891265,0.529891265,-0.462208071,NP,M603a_2704,M603a_2704D,26.43449615,2704D,dark,-0.002237307,-0.377079522,0.377079522,-0.740072089,R,0.529891265,0.377079522
M603a_2806,27.21121343,M603a,M6,2806,28,light,T3,0.002503007,0.421861051,0.421861051,-0.650353912,NP,M603a_2806,M603a_2806D,27.14135358,2806D,dark,-0.002810384,-0.473666866,0.473666866,-0.555706424,R,0.421861051,0.473666866
M603a_2901,28.32433384,M603a,M6,2901,29,light,T3,0.004346496,0.732565871,0.732565871,-0.183242936,NP,M603a_2901,M603a_2901D,28.22397199,2901D,dark,-0.002358537,-0.397511841,0.397511841,-0.698135921,R,0.732565871,0.397511841
M603a_3003,29.2507284,M603a,M6,3003,30,light,T3,0.002937291,0.495055932,0.495055932,-0.519099874,NP,M603a_3003,M603a_3003D,29.28973913,3003D,dark,-0.003220141,-0.542728052,0.542728052,-0.442033581,R,0.495055932,0.542728052
M603a_3105,30.06730616,M603a,M6,3105,31,light,T3,0.003441579,0.580049599,0.580049599,-0.385589544,NP,M603a_3105,M603a_3105D,30.17750254,3105D,dark,-0.002874242,-0.484429643,0.484429643,-0.537118877,R,0.580049599,0.484429643
M603a_3206,31.28828068,M603a,M6,3206,32,light,T3,0.001090738,0.183834891,0.183834891,-1.25936258,NP,M603a_3206,M603a_3206D,31.33895065,3206D,dark,-0.002337076,-0.393894698,0.393894698,-0.705432946,R,0.183834891,0.393894698
M603a_3302,32.52109016,M603a,M6,3302,33,light,T3,0.002320834,0.391157229,0.391157229,-0.71099098,NP,M603a_3302,M603a_3302D,32.43861551,3302D,dark,-0.001849428,-0.31170581,0.31170581,-0.887446237,R,0.391157229,0.31170581
M603a_3403,33.21544359,M603a,M6,3403,34,light,T3,-8.12E-05,-0.013687418,0.013687418,-2.174302548,NP,M603a_3403,M603a_3403D,33.22452937,3403D,dark,-0.001602582,-0.270101828,0.270101828,-0.993977099,R,0.013687418,0.270101828
M603b_2706,26.37612772,M603b,M6,2706,27,light,T3,0.00203649,0.346260188,0.346260188,-0.806853115,NP,M603b_2706,M603b_2706D,26.318431,2706D,dark,-0.002060872,-0.350405864,0.350405864,-0.797606182,R,0.346260188,0.350405864
M603b_2801,27.06528221,M603b,M6,2801,28,light,T3,0.002348018,0.399228655,0.399228655,-0.694691062,NP,M603b_2801,M603b_2801D,27.03669229,2801D,dark,-0.002597028,-0.441567322,0.441567322,-0.613287896,R,0.399228655,0.441567322
M603b_2903,28.45515226,M603b,M6,2903,29,light,T3,0.003087963,0.525040005,0.525040005,-0.469939623,NP,M603b_2903,M603b_2903D,28.33695894,2903D,dark,-0.002297191,-0.390586694,0.390586694,-0.712153269,R,0.525040005,0.390586694
M603b_3004,29.28526478,M603b,M6,3004,30,light,T3,0.000792453,0.134739179,0.134739179,-1.449280257,NP,M603b_3004,M603b_3004D,29.20079472,3004D,dark,-0.002716786,-0.461929555,0.461929555,-0.576378785,R,0.134739179,0.461929555
M603b_3106,29.94601464,M603b,M6,3106,31,light,T3,0.001586318,0.269718375,0.269718375,-0.995013711,NP,M603b_3106,M603b_3106D,29.99020569,3106D,dark,-0.002906969,-0.494266026,0.494266026,-0.520428205,R,0.269718375,0.494266026
M603b_3202,31.32580887,M603b,M6,3202,32,light,T3,0.004016885,0.68298272,0.68298272,-0.244644652,NP,M603b_3202,M603b_3202D,31.33919731,3202D,dark,-0.002535624,-0.43112695,0.43112695,-0.632754209,R,0.68298272,0.43112695
M603b_3303,32.51138627,M603b,M6,3303,33,light,T3,0.002343079,0.39838894,0.39838894,-0.696374503,NP,M603b_3303,M603b_3303D,32.49920842,3303D,dark,-0.002037994,-0.346515993,0.346515993,-0.806280061,R,0.39838894,0.346515993
M603b_3405,33.07398551,M603b,M6,3405,34,light,T3,-0.000140683,-0.023920108,0.023920108,-2.08811821,NP,M603b_3405,M603b_3405D,33.11464154,3405D,dark,-0.001570025,-0.266948143,0.266948143,-1.00253474,R,0.023920108,0.266948143
M603c_2706,26.30522994,M603c,M6,2706,27,light,T3,0.002422571,0.355377965,0.355377965,-0.786627513,NP,M603c_2706,M603c_2706D,26.27154605,2706D,dark,-0.002742985,-0.402380906,0.402380906,-0.68839667,R,0.355377965,0.402380906
M603c_2802,27.13817963,M603c,M6,2802,28,light,T3,0.003263637,0.47875776,0.47875776,-0.546871266,NP,M603c_2802,M603c_2802D,27.1887396,2802D,dark,-0.003176054,-0.465909734,0.465909734,-0.569320693,R,0.47875776,0.465909734
M603c_2903,28.41650127,M603c,M6,2903,29,light,T3,0.003919047,0.574902865,0.574902865,-0.393186502,NP,M603c_2903,M603c_2903D,28.32050193,2903D,dark,-0.002889347,-0.423851494,0.423851494,-0.646547042,R,0.574902865,0.423851494
M603c_3005,29.15952226,M603c,M6,3005,30,light,T3,0.000681659,0.09999568,0.09999568,-1.609459511,NP,M603c_3005,M603c_3005D,29.19871062,3005D,dark,-0.003094173,-0.453898252,0.453898252,-0.59077427,R,0.09999568,0.453898252
M603c_3101,30.39490647,M603c,M6,3101,31,light,T3,0.004282042,0.628152204,0.628152204,-0.317245182,NP,M603c_3101,M603c_3101D,30.40916792,3101D,dark,-0.003136934,-0.460171079,0.460171079,-0.579513044,R,0.628152204,0.460171079
M603c_3202,31.37259641,M603c,M6,3202,32,light,T3,0.004582558,0.672236238,0.672236238,-0.258464768,NP,M603c_3202,M603c_3202D,31.38126711,3202D,dark,-0.00265957,-0.390144397,0.390144397,-0.713055244,R,0.672236238,0.390144397
M603c_3304,32.4310354,M603c,M6,3304,33,light,T3,0.002316576,0.339829025,0.339829025,-0.821369208,NP,M603c_3304,M603c_3304D,32.46358699,3304D,dark,-0.002400391,-0.352124213,0.352124213,-0.793798329,R,0.339829025,0.352124213
M603c_3405,33.12131622,M603c,M6,3405,34,light,T3,-0.000815835,-0.119678574,0.119678574,-1.515589827,NP,M603c_3405,M603c_3405D,33.14045965,3405D,dark,-0.002304408,-0.338044145,0.338044145,-0.825435586,R,0.119678574,0.338044145
M603d_2702,26.24405966,M603d,M6,2702,27,light,T3,0.00334819,0.509121838,0.509121838,-0.495736969,NP,M603d_2702,M603d_2702D,26.277852,2702D,dark,-0.003152432,-0.479355145,0.479355145,-0.545839614,R,0.509121838,0.479355145
M603d_2804,27.18215571,M603d,M6,2804,28,light,T3,0.003840714,0.584014477,0.584014477,-0.379776197,NP,M603d_2804,M603d_2804D,27.14681383,2804D,dark,-0.003061579,-0.465540104,0.465540104,-0.569974068,R,0.584014477,0.465540104
M603d_2905,28.26763611,M603d,M6,2905,29,light,T3,0.004010671,0.609857928,0.609857928,-0.342690431,NP,M603d_2905,M603d_2905D,28.22576419,2905D,dark,-0.003118335,-0.474170378,0.474170378,-0.554829101,R,0.609857928,0.474170378
M603d_3001,28.86613166,M603d,M6,3001,30,light,T3,0.00481774,0.732579815,0.732579815,-0.183226187,NP,M603d_3001,M603d_3001D,28.95810462,3001D,dark,-0.003719558,-0.565591522,0.565591522,-0.407079126,R,0.732579815,0.565591522
M603d_3103,30.49427192,M603d,M6,3103,31,light,T3,0.005279014,0.802720684,0.802720684,-0.102342093,NP,M603d_3103,M603d_3103D,30.37202762,3103D,dark,-0.003287866,-0.499948949,0.499948949,-0.510910712,R,0.802720684,0.499948949
M603d_3204,31.21435903,M603d,M6,3204,32,light,T3,0.004503921,0.684860872,0.684860872,-0.24224881,NP,M603d_3204,M603d_3204D,31.29777818,3204D,dark,-0.003532095,-0.537086182,0.537086182,-0.45085034,R,0.684860872,0.537086182
M603d_3306,32.52846709,M603d,M6,3306,33,light,T3,0.001229388,0.186939306,0.186939306,-1.248484564,NP,M603d_3306,M603d_3306D,32.43572633,3306D,dark,-0.002351548,-0.357573599,0.357573599,-0.781817536,R,0.186939306,0.357573599
M603d_3401,32.95190283,M603d,M6,3401,34,light,T3,-0.000284381,-0.043242649,0.043242649,-1.943215244,NP,M603d_3401,M603d_3401D,33.01158099,3401D,dark,-0.002475487,-0.376419568,0.376419568,-0.741456368,R,0.043242649,0.376419568
M60Ca_2706,26.29118037,M60Ca,M6,2706,27,light,C,0.002343796,0.352355268,0.352355268,-0.793287417,NP,M60Ca_2706,M60Ca_2706D,26.27136679,2706D,dark,-0.00258474,-0.388577669,0.388577669,-0.716256824,R,0.352355268,0.388577669
M60Ca_2802,27.13421339,M60Ca,M6,2802,28,light,C,0.003548745,0.53350169,0.53350169,-0.456492611,NP,M60Ca_2802,M60Ca_2802D,27.12133908,2802D,dark,-0.002909291,-0.437369256,0.437369256,-0.621069794,R,0.53350169,0.437369256
M60Ca_2903,28.44959961,M60Ca,M6,2903,29,light,C,0.004002829,0.601766607,0.601766607,-0.354154399,NP,M60Ca_2903,M60Ca_2903D,28.35137763,2903D,dark,-0.002559258,-0.3847469,0.3847469,-0.724128379,R,0.601766607,0.3847469
M60Ca_3005,29.18514998,M60Ca,M6,3005,30,light,C,0.000813968,0.122368107,0.122368107,-1.503421129,NP,M60Ca_3005,M60Ca_3005D,29.20171291,3005D,dark,-0.00270283,-0.406330831,0.406330831,-0.680565006,R,0.122368107,0.406330831
M60Ca_3101,30.3514694,M60Ca,M6,3101,31,light,C,0.005050843,0.759320086,0.759320086,-0.1516138,NP,M60Ca_3101,M60Ca_3101D,30.36909236,3101D,dark,-0.003014208,-0.453141943,0.453141943,-0.592140633,R,0.759320086,0.453141943
M60Ca_3202,31.38580314,M60Ca,M6,3202,32,light,C,0.004550492,0.684099618,0.684099618,-0.243219203,NP,M60Ca_3202,M60Ca_3202D,31.38277064,3202D,dark,-0.003032195,-0.455845954,0.455845954,-0.587264084,R,0.684099618,0.455845954
M60Ca_3304,32.42748933,M60Ca,M6,3304,33,light,C,0.001465801,0.220361593,0.220361593,-1.138304942,NP,M60Ca_3304,M60Ca_3304D,32.39924332,3304D,dark,-0.002506712,-0.376847373,0.376847373,-0.740558812,R,0.220361593,0.376847373
M60Ca_3405,33.10696028,M60Ca,M6,3405,34,light,C,-0.000809892,-0.121755419,0.121755419,-1.506180219,NP,M60Ca_3405,M60Ca_3405D,33.18198772,3405D,dark,-0.002029121,-0.30504856,0.30504856,-0.903748317,R,0.121755419,0.30504856
M60Cb_2704,26.28498025,M60Cb,M6,2704,27,light,C,0.002671139,0.494462715,0.494462715,-0.520097281,NP,M60Cb_2704,M60Cb_2704D,26.26309593,2704D,dark,-0.002091255,-0.387118536,0.387118536,-0.719247786,R,0.494462715,0.387118536
M60Cb_2805,27.37145484,M60Cb,M6,2805,28,light,C,0.002343525,0.433817137,0.433817137,-0.627701939,NP,M60Cb_2805,M60Cb_2805D,27.34688329,2805D,dark,-0.002157723,-0.399422772,0.399422772,-0.694302303,R,0.433817137,0.399422772
M60Cb_2901,28.30766567,M60Cb,M6,2901,29,light,C,0.00339857,0.629119788,0.629119788,-0.315917242,NP,M60Cb_2901,M60Cb_2901D,28.24647955,2901D,dark,-0.002501339,-0.463030498,0.463030498,-0.574421481,R,0.629119788,0.463030498
M60Cb_3002,29.40099195,M60Cb,M6,3002,30,light,C,0.002852699,0.528071937,0.528071937,-0.465100569,NP,M60Cb_3002,M60Cb_3002D,29.37323314,3002D,dark,-0.002043572,-0.378291959,0.378291959,-0.73753394,R,0.528071937,0.378291959
M60Cb_3104,30.02411286,M60Cb,M6,3104,31,light,C,0.003315576,0.613756496,0.613756496,-0.337213417,NP,M60Cb_3104,M60Cb_3104D,30.04231875,3104D,dark,-0.002146003,-0.397253247,0.397253247,-0.698655831,R,0.613756496,0.397253247
M60Cb_3206,31.35804599,M60Cb,M6,3206,32,light,C,0.000705871,0.130665913,0.130665913,-1.466784881,NP,M60Cb_3206,M60Cb_3206D,31.35983375,3206D,dark,-0.002491242,-0.461161438,0.461161438,-0.577746646,R,0.130665913,0.461161438
M60Cb_3301,32.35930273,M60Cb,M6,3301,33,light,C,0.001768787,0.327425606,0.327425606,-0.849975026,NP,M60Cb_3301,M60Cb_3301D,32.45287845,3301D,dark,-0.002490555,-0.461034194,0.461034194,-0.577973424,R,0.327425606,0.461034194
M60Cb_3403,33.17980026,M60Cb,M6,3403,34,light,C,0.000101054,0.01870648,0.01870648,-2.131101388,NP,M60Cb_3403,M60Cb_3403D,33.18091069,3403D,dark,-0.001099769,-0.203581681,0.203581681,-1.192104574,R,0.01870648,0.203581681
M60Cc_2706,26.39596864,M60Cc,M6,2706,27,light,C,0.0029427,0.379942137,0.379942137,-0.734089731,NP,M60Cc_2706,M60Cc_2706D,26.34844522,2706D,dark,-0.003103181,-0.400662358,0.400662358,-0.691823342,R,0.379942137,0.400662358
M60Cc_2801,27.16112401,M60Cc,M6,2801,28,light,C,0.003545488,0.457770061,0.457770061,-0.583808478,NP,M60Cc_2801,M60Cc_2801D,27.10480173,2801D,dark,-0.003208081,-0.414206308,0.414206308,-0.665130717,R,0.457770061,0.414206308
M60Cc_2903,28.80629054,M60Cc,M6,2903,29,light,C,0.004957583,0.640090495,0.640090495,-0.30098281,NP,M60Cc_2903,M60Cc_2903D,28.55941077,2903D,dark,-0.002741083,-0.353910612,0.353910612,-0.78985499,R,0.640090495,0.353910612
M60Cc_3004,29.33993631,M60Cc,M6,3004,30,light,C,0.001466314,0.189320791,0.189320791,-1.240219202,NP,M60Cc_3004,M60Cc_3004D,29.27355542,3004D,dark,-0.002996695,-0.386913577,0.386913577,-0.719668632,R,0.189320791,0.386913577
M60Cc_3106,29.88401847,M60Cc,M6,3106,31,light,C,0.002105134,0.271801105,0.271801105,-0.989396233,NP,M60Cc_3106,M60Cc_3106D,29.97430579,3106D,dark,-0.003801098,-0.490772808,0.490772808,-0.526323755,R,0.271801105,0.490772808
M60Cc_3202,31.47486591,M60Cc,M6,3202,32,light,C,0.005181666,0.669022717,0.669022717,-0.26263477,NP,M60Cc_3202,M60Cc_3202D,31.46723326,3202D,dark,-0.003245318,-0.419014117,0.419014117,-0.655824196,R,0.669022717,0.419014117
M60Cc_3303,32.50392171,M60Cc,M6,3303,33,light,C,0.002612807,0.337348472,0.337348472,-0.827024982,NP,M60Cc_3303,M60Cc_3303D,32.45508405,3303D,dark,-0.003016154,-0.389425989,0.389425989,-0.714522026,R,0.337348472,0.389425989
M60Cc_3405,32.98505792,M60Cc,M6,3405,34,light,C,-0.001578922,-0.203860065,0.203860065,-1.191187995,NP,M60Cc_3405,M60Cc_3405D,33.06132336,3405D,dark,-0.002603698,-0.336172308,0.336172308,-0.829717912,R,0.203860065,0.336172308
M60Cd_2705,26.46612711,M60Cd,M6,2705,27,light,C,0.002335599,0.456488981,0.456488981,-0.58610791,NP,M60Cd_2705,M60Cd_2705D,26.37104371,2705D,dark,-0.001760165,-0.344021342,0.344021342,-0.811882651,R,0.456488981,0.344021342
M60Cd_2801,27.2167535,M60Cd,M6,2801,28,light,C,0.002584294,0.50509605,0.50509605,-0.502368073,NP,M60Cd_2801,M60Cd_2801D,27.14272051,2801D,dark,-0.00226785,-0.443247579,0.443247579,-0.610190116,R,0.50509605,0.443247579
M60Cd_2902,28.47398725,M60Cd,M6,2902,29,light,C,0.003427558,0.669910583,0.669910583,-0.261480897,NP,M60Cd_2902,M60Cd_2902D,28.46268585,2902D,dark,-0.002131787,-0.416654314,0.416654314,-0.660381266,R,0.669910583,0.416654314
M60Cd_3004,29.27917435,M60Cd,M6,3004,30,light,C,0.001119927,0.218887923,0.218887923,-1.142915578,NP,M60Cd_3004,M60Cd_3004D,29.22632754,3004D,dark,-0.002170968,-0.424312131,0.424312131,-0.645668102,R,0.218887923,0.424312131
M60Cd_3106,30.01212774,M60Cd,M6,3106,31,light,C,0.001551582,0.303254051,0.303254051,-0.908188516,NP,M60Cd_3106,M60Cd_3106D,30.08975493,3106D,dark,-0.002188193,-0.427678709,0.427678709,-0.639267686,R,0.303254051,0.427678709
M60Cd_3201,31.20467013,M60Cd,M6,3201,32,light,C,0.003676957,0.718655063,0.718655063,-0.200092452,NP,M60Cd_3201,M60Cd_3201D,31.2462774,3201D,dark,-0.002678794,-0.523565839,0.523565839,-0.472300924,R,0.718655063,0.523565839
M60Cd_3303,32.44314712,M60Cd,M6,3303,33,light,C,0.001958145,0.382716151,0.382716151,-0.728326477,NP,M60Cd_3303,M60Cd_3303D,32.39515989,3303D,dark,-0.001913943,-0.374076921,0.374076921,-0.746385691,R,0.382716151,0.374076921
M60Cd_3404,33.26522731,M60Cd,M6,3404,34,light,C,-0.000453663,-0.088667748,0.088667748,-1.66776776,NP,M60Cd_3404,M60Cd_3404D,33.24075575,3404D,dark,-0.001673037,-0.32699223,0.32699223,-0.850989462,R,0.088667748,0.32699223
